SYMBOL	ENTREZID	Ctrl_NIH1.Veh.R1	Ctrl_NIH1.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
AKIRIN2	55122	63.0866	61.405	NA	NA	NA	NA
AKNA	80709	13.4842	10.4441	NA	NA	NA	NA
AKNAD1	254268	0.608569	1.09053	NA	NA	NA	NA
AKR1A1	10327	41.1525	54.6604	NA	NA	NA	NA
AKR1B1	231	69.1392	78.4996	NA	NA	NA	NA
AKR1C1	1645	1.57002	3.4705	NA	NA	NA	NA
AKR1C3	8644	0.0683101	0.246165	cerebral-cortex	glial-cells	Medium	Enhanced
AKR1E2	83592	0.664364	0.529977	cerebral-cortex	glial-cells	Low	Enhanced
AKR7A2	8574	30.4636	37.3699	cerebral-cortex	glial-cells	Medium	Enhanced
AKR7A2P1	246182	0.252061	0.338171	NA	NA	NA	NA
AKR7A3	22977	0.599896	0.723089	NA	NA	NA	NA
AKR7L	246181	0.909735	0.723751	NA	NA	NA	NA
AKT1	207	64.0772	53.0705	cerebral-cortex	glial-cells	Medium	Supported
AKT1S1	84335	21.3047	28.9264	NA	NA	NA	NA
AKT2	208	66.9154	52.7624	NA	NA	NA	NA
AKT3	10000	18.9316	14.8942	cerebral-cortex	glial-cells	High	Approved
AKT3-IT1	100874263	0.420889	0.125948	NA	NA	NA	NA
AKTIP	64400	18.185	22.5159	cerebral-cortex	glial-cells	Low	Approved
ALAD	210	12.1439	12.28	cerebral-cortex	glial-cells	Low	Enhanced
ALAS1	211	18.1135	19.904	cerebral-cortex	glial-cells	Medium	Enhanced
ALB	213	0.369996	0.824684	NA	NA	NA	NA
ALCAM	214	37.1916	32.3899	NA	NA	NA	NA
ALDH16A1	126133	9.45715	14.5103	cerebral-cortex	glial-cells	Low	Approved
ALDH18A1	5832	26.2862	26.1664	NA	NA	NA	NA
ALDH1A1	216	10.7696	3.31028	NA	NA	NA	NA
ALDH1A2	8854	0.0308162	0.233292	cerebral-cortex	glial-cells	Medium	Approved
ALDH1A3	220	0.108524	0.0326387	NA	NA	NA	NA
ALDH1B1	219	8.10943	8.0265	cerebral-cortex	glial-cells	Medium	Approved
ALDH1L1	10840	0.357926	0.35286	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH1L2	160428	0.725388	0.889895	cerebral-cortex	glial-cells	Medium	Approved
ALDH2	217	16.8952	23.4348	NA	NA	NA	NA
ALDH3A2	224	23.954	20.7849	NA	NA	NA	NA
ALDH3B1	221	1.68159	2.37584	NA	NA	NA	NA
ALDH4A1	8659	7.89295	9.88586	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH5A1	7915	5.50674	5.17051	cerebral-cortex	glial-cells	Low	Enhanced
ALDH6A1	4329	10.5901	11.0942	cerebral-cortex	glial-cells	High	Enhanced
ALDH7A1	501	78.1728	79.4978	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH7A1P1	541	1.52803	1.39492	NA	NA	NA	NA
ALDH8A1	64577	0.277869	0.530469	NA	NA	NA	NA
ALDH9A1	223	50.0978	48.6781	cerebral-cortex	glial-cells	Medium	Approved
ALDOA	226	264.67	380.989	NA	NA	NA	NA
ALDOC	230	0.805849	0.796719	cerebral-cortex	glial-cells	Medium	Enhanced
ALG1	56052	8.34311	10.799	cerebral-cortex	glial-cells	Low	Approved
ALG10	84920	4.66979	2.53919	cerebral-cortex	glial-cells	Medium	Approved
ALG10B	144245	3.34354	2.36266	cerebral-cortex	glial-cells	Medium	Approved
ALG11	440138	9.01364	4.65609	NA	NA	NA	NA
ALG12	79087	4.44763	7.8804	NA	NA	NA	NA
ALG13	79868	19.1743	14.2785	cerebral-cortex	glial-cells	Low	Approved
ALG14	199857	2.7407	4.02371	NA	NA	NA	NA
ALG1L	200810	0.445353	0.117177	NA	NA	NA	NA
ALG1L15P	730086	0.22709	0.542	NA	NA	NA	NA
ALG1L2	644974	0.073131	0	NA	NA	NA	NA
ALG2	85365	15.1905	21.4553	NA	NA	NA	NA
ALG3	10195	11.6379	11.6014	cerebral-cortex	glial-cells	Low	Approved
ALG5	29880	16.8044	21.3966	NA	NA	NA	NA
ALG6	29929	8.65561	8.27714	NA	NA	NA	NA
ALG8	79053	24.156	26.5668	cerebral-cortex	glial-cells	Low	Approved
ALK	238	0.956511	1.63472	NA	NA	NA	NA
ALKBH1	8846	6.08497	7.51139	cerebral-cortex	glial-cells	Medium	Approved
ALKBH2	121642	13.3176	15.7786	cerebral-cortex	glial-cells	Low	Approved
ALKBH3	221120	9.15537	12.1729	NA	NA	NA	NA
ALKBH3-AS1	100507300	0.876735	0.925221	NA	NA	NA	NA
ALKBH4	54784	6.94058	7.96596	cerebral-cortex	glial-cells	Low	Approved
ALKBH5	54890	24.7643	26.4393	cerebral-cortex	glial-cells	High	Approved
ALKBH6	84964	11.0296	12.8289	NA	NA	NA	NA
ALKBH7	84266	22.5312	35.3064	NA	NA	NA	NA
ALKBH8	91801	4.58912	4.9097	cerebral-cortex	glial-cells	Low	Approved
ALMS1	7840	11.5107	9.00805	NA	NA	NA	NA
ALMS1-IT1	100874291	0.475478	0.360758	NA	NA	NA	NA
ALOX12	239	0.340488	0.14958	NA	NA	NA	NA
ALPK1	80216	1.22162	0.935937	NA	NA	NA	NA
ALPK2	115701	5.30165	8.1781	NA	NA	NA	NA
ALPK3	57538	0.0551649	0.0454038	NA	NA	NA	NA
ALPL	249	1.65228	0.917715	NA	NA	NA	NA
ALS2	57679	15.8402	13.0412	NA	NA	NA	NA
ALS2CL	259173	0.0977759	0.0956828	NA	NA	NA	NA
ALX1	8092	0	0	NA	NA	NA	NA
ALYREF	10189	71.4683	71.0991	cerebral-cortex	glial-cells	High	Supported
AMACR	23600	6.61071	8.98474	NA	NA	NA	NA
AMBP	259	0.156493	0.199923	NA	NA	NA	NA
AMBRA1	55626	11.1128	9.18917	cerebral-cortex	glial-cells	Low	Approved
AMD1	262	40.9205	36.3758	NA	NA	NA	NA
AMDHD1	144193	0	0.459894	NA	NA	NA	NA
AMDHD2	51005	13.0129	13.8659	NA	NA	NA	NA
AMER1	139285	2.36083	1.03308	cerebral-cortex	glial-cells	High	Approved
AMER2	219287	6.29238	5.74394	cerebral-cortex	glial-cells	High	Enhanced
AMFR	267	36.2368	35.3112	cerebral-cortex	glial-cells	Medium	Approved
AMH	268	13.923	11.7797	NA	NA	NA	NA
AMIGO1	57463	2.85399	3.43184	cerebral-cortex	glial-cells	Low	Approved
AMIGO2	347902	12.4484	15.5958	NA	NA	NA	NA
AMIGO3	386724	3.68167	5.02929	NA	NA	NA	NA
AMMECR1	9949	4.51554	3.7004	NA	NA	NA	NA
AMMECR1L	83607	15.7461	13.308	NA	NA	NA	NA
AMN	81693	0.0780486	0.0501359	NA	NA	NA	NA
AMN1	196394	3.8792	6.10403	NA	NA	NA	NA
AMOT	154796	13.8242	5.09376	NA	NA	NA	NA
AMOTL1	154810	13.6268	10.6612	NA	NA	NA	NA
AMOTL2	51421	12.4936	8.23823	NA	NA	NA	NA
AMPD2	271	22.1474	21.6987	cerebral-cortex	glial-cells	Low	Approved
AMPD3	272	0.261908	0.588264	NA	NA	NA	NA
AMPH	273	16.1641	15.312	cerebral-cortex	glial-cells	Medium	Enhanced
AMT	275	7.63545	9.46314	cerebral-cortex	glial-cells	Low	Supported
AMY2B	280	5.39659	6.04708	NA	NA	NA	NA
AMZ1	155185	0.12756	0.0479697	NA	NA	NA	NA
AMZ2P1	201283	7.64642	11.5251	NA	NA	NA	NA
ANAPC1	64682	10.1741	6.97363	cerebral-cortex	glial-cells	Low	Approved
ANAPC10	10393	11.6394	17.8275	NA	NA	NA	NA
ANAPC10P1	729198	0.125242	0.112375	NA	NA	NA	NA
ANAPC11	51529	102.227	143.257	NA	NA	NA	NA
ANAPC13	25847	49.6538	64.4984	NA	NA	NA	NA
ANAPC15	25906	46.7922	57.9398	cerebral-cortex	glial-cells	Medium	Approved
ANAPC16	119504	50.7389	73.004	cerebral-cortex	glial-cells	Low	Approved
ANAPC2	29882	18.699	18.2849	NA	NA	NA	NA
ANAPC4	29945	19.2942	16.8296	NA	NA	NA	NA
ANAPC5	51433	27.7833	41.2854	cerebral-cortex	glial-cells	High	Supported
ANAPC7	51434	56.9067	55.811	cerebral-cortex	glial-cells	Medium	Approved
ANG	283	1.3995	1.26206	NA	NA	NA	NA
ANGEL1	23357	8.19574	8.10648	NA	NA	NA	NA
ANGEL2	90806	18.9822	19.018	NA	NA	NA	NA
ANGPT1	284	3.73069	5.7571	NA	NA	NA	NA
ANGPT2	285	0.0269953	0.0611268	NA	NA	NA	NA
ANGPTL1	9068	0.825097	1.04713	NA	NA	NA	NA
ANGPTL2	23452	6.53732	7.72597	NA	NA	NA	NA
ANGPTL4	51129	1.25908	1.3362	NA	NA	NA	NA
ANGPTL6	83854	0.241935	0.109057	NA	NA	NA	NA
ANK1	286	0.38271	0.832819	NA	NA	NA	NA
ANK2	287	35.6272	25.5769	cerebral-cortex	glial-cells	Medium	Enhanced
ANK3	288	18.6421	13.5807	NA	NA	NA	NA
ANKAR	150709	0.984054	0.616949	NA	NA	NA	NA
ANKDD1A	348094	2.92694	3.20269	NA	NA	NA	NA
ANKDD1B	728780	0.196373	0.286656	NA	NA	NA	NA
ANKEF1	63926	0.730309	0.801777	cerebral-cortex	glial-cells	Low	Approved
ANKFN1	162282	0.0792564	0.165481	NA	NA	NA	NA
ANKFY1	51479	34.2475	24.698	cerebral-cortex	glial-cells	Low	Approved
ANKH	56172	1.80367	1.52134	NA	NA	NA	NA
ANKHD1	54882	61.5573	42.5706	cerebral-cortex	glial-cells	Medium	Approved
ANKHD1-EIF4EBP3	404734	2.87994	5.18288	cerebral-cortex	glial-cells	Low	Approved
ANKIB1	54467	21.7671	17.3225	NA	NA	NA	NA
ANKLE1	126549	1.27889	0.856175	NA	NA	NA	NA
ANKLE2	23141	52.1957	35.0494	NA	NA	NA	NA
ANKMY1	51281	6.50321	5.78471	NA	NA	NA	NA
ANKMY2	57037	13.0039	13.0137	NA	NA	NA	NA
ANKRA2	57763	12.0762	17.4382	cerebral-cortex	glial-cells	Low	Approved
ANKRD1	27063	0.662417	0.318394	NA	NA	NA	NA
ANKRD10	55608	117.476	94.3934	NA	NA	NA	NA
ANKRD10-IT1	100505494	8.63289	4.96596	NA	NA	NA	NA
ANKRD11	29123	46.7398	36.4769	cerebral-cortex	glial-cells	Medium	Approved
ANKRD12	23253	21.4522	23.3907	cerebral-cortex	glial-cells	High	Approved
ANKRD13A	88455	23.58	18.781	NA	NA	NA	NA
ANKRD13B	124930	15.5957	17.4408	NA	NA	NA	NA
ANKRD13C	81573	16.2516	12.0769	NA	NA	NA	NA
ANKRD13D	338692	22.5524	20.4014	NA	NA	NA	NA
ANKRD16	54522	4.43319	3.54148	NA	NA	NA	NA
ANKRD17	26057	27.8155	21.882	NA	NA	NA	NA
ANKRD18EP	100131031	1.71643	1.23195	NA	NA	NA	NA
ANKRD19P	138649	0.430193	0.499528	NA	NA	NA	NA
ANKRD20A1	84210	0.329151	0.354805	NA	NA	NA	NA
ANKRD20A18P	391269	0.303707	0	NA	NA	NA	NA
ANKRD20A2	441430	0.411438	0.171286	NA	NA	NA	NA
ANKRD20A3	441425	1.09239	0.869575	NA	NA	NA	NA
ANKRD20A4	728747	0.93457	0.360208	NA	NA	NA	NA
ANKRD20A7P	653436	0.245856	0.219404	NA	NA	NA	NA
ANKRD23	200539	3.24798	2.33225	NA	NA	NA	NA
ANKRD24	170961	0.211652	0.308913	NA	NA	NA	NA
ANKRD26	22852	6.99996	7.49207	NA	NA	NA	NA
ANKRD26P4	100873882	0.180304	0	NA	NA	NA	NA
ANKRD27	84079	7.37497	6.95879	NA	NA	NA	NA
ANKRD28	23243	12.9141	9.21015	NA	NA	NA	NA
ANKRD29	147463	0.305419	0.487228	NA	NA	NA	NA
ANKRD33	341405	0.0353116	0.170782	NA	NA	NA	NA
ANKRD33B	651746	0.0661614	0	NA	NA	NA	NA
ANKRD36	375248	5.96537	4.50742	NA	NA	NA	NA
ANKRD36B	57730	3.91325	1.58202	NA	NA	NA	NA
ANKRD36C	400986	4.48511	3.19877	NA	NA	NA	NA
ANKRD37	353322	1.33145	2.24496	NA	NA	NA	NA
ANKRD39	51239	10.4104	13.3783	NA	NA	NA	NA
ANKRD40	91369	23.0253	19.9832	NA	NA	NA	NA
ANKRD42	338699	3.67244	4.68264	NA	NA	NA	NA
ANKRD44	91526	4.10954	2.03875	NA	NA	NA	NA
ANKRD45	339416	4.50954	4.0918	NA	NA	NA	NA
ANKRD46	157567	7.67061	8.38545	NA	NA	NA	NA
ANKRD49	54851	7.07291	9.38764	cerebral-cortex	glial-cells	Medium	Approved
ANKRD50	57182	20.8091	10.5396	NA	NA	NA	NA
ANKRD52	283373	25.4448	18.4248	NA	NA	NA	NA
ANKRD54	129138	13.8165	20.2231	cerebral-cortex	glial-cells	Low	Approved
ANKRD6	22881	14.3524	15.0055	cerebral-cortex	glial-cells	High	Approved
ANKRD61	100310846	1.112	0.496691	NA	NA	NA	NA
ANKRD65	441869	0.561594	0.692302	NA	NA	NA	NA
ANKRD9	122416	9.50237	8.70063	NA	NA	NA	NA
ANKS1A	23294	6.28924	6.33425	NA	NA	NA	NA
ANKS1B	56899	22.3227	17.4051	NA	NA	NA	NA
ANKS3	124401	11.0425	11.6282	NA	NA	NA	NA
ANKS6	203286	6.02197	5.75252	cerebral-cortex	glial-cells	Medium	Approved
ANKZF1	55139	17.4203	20.372	NA	NA	NA	NA
ANLN	54443	24.2421	16.5916	NA	NA	NA	NA
ANO1	55107	0.667883	0.308645	NA	NA	NA	NA
ANO10	55129	14.3331	13.4824	NA	NA	NA	NA
ANO2	57101	0.998065	0.208957	NA	NA	NA	NA
ANO3	63982	0.156101	0.0629267	NA	NA	NA	NA
ANO4	121601	1.1929	0.549884	NA	NA	NA	NA
ANO5	203859	2.79041	3.48128	NA	NA	NA	NA
ANO6	196527	25.9435	20.8127	NA	NA	NA	NA
ANO7	50636	0.394876	0.319471	NA	NA	NA	NA
ANO8	57719	13.9385	11.2777	NA	NA	NA	NA
ANP32A	8125	244.099	248.274	cerebral-cortex	glial-cells	Medium	Supported
ANP32AP1	723972	6.0423	7.29177	NA	NA	NA	NA
ANP32B	10541	147.4	143.613	cerebral-cortex	glial-cells	Medium	Supported
ANP32BP1	646791	3.07689	2.29715	NA	NA	NA	NA
ANP32C	23520	0.355405	0.397886	NA	NA	NA	NA
ANP32E	81611	10.9962	3.59359	cerebral-cortex	glial-cells	Medium	Supported
ANPEP	290	0.06499	0.31357	NA	NA	NA	NA
ANTXR1	84168	46.7943	44.8656	NA	NA	NA	NA
ANTXR2	118429	27.7966	18.4046	NA	NA	NA	NA
ANXA1	301	23.6819	33.003	NA	NA	NA	NA
ANXA11	311	11.7234	11.9225	cerebral-cortex	glial-cells	Low	Supported
ANXA2	302	205.555	381.177	NA	NA	NA	NA
ANXA2P1	303	0.993097	1.11025	NA	NA	NA	NA
ANXA2P2	304	21.7869	38.2586	NA	NA	NA	NA
ANXA2R	389289	0.936386	0.756121	NA	NA	NA	NA
ANXA3	306	0.71939	0.914747	NA	NA	NA	NA
ANXA4	307	4.64797	7.86781	NA	NA	NA	NA
ANXA5	308	150.205	222.947	cerebral-cortex	glial-cells	Low	Approved
ANXA6	309	121.935	110.927	NA	NA	NA	NA
ANXA7	310	33.2829	39.6721	cerebral-cortex	glial-cells	Low	Approved
ANXA9	8416	0.835931	0.895539	NA	NA	NA	NA
AOAH	313	0.398702	0.156204	cerebral-cortex	glial-cells	Medium	Approved
AOC2	314	0.461691	0.362589	NA	NA	NA	NA
AOC3	8639	0.0844355	0.261609	NA	NA	NA	NA
AOX1	316	0.116119	0.146644	NA	NA	NA	NA
AP1AR	55435	12.7229	11.1542	NA	NA	NA	NA
AP1B1	162	27.8471	22.5723	cerebral-cortex	glial-cells	Low	Approved
AP1G1	164	43.8815	34.6029	cerebral-cortex	glial-cells	Medium	Approved
AP1G2	8906	10.4978	13.9402	NA	NA	NA	NA
AP1M1	8907	33.0791	32.0457	NA	NA	NA	NA
AP1S1	1174	62.3568	81.8962	NA	NA	NA	NA
AP1S2	8905	51.4738	67.8607	NA	NA	NA	NA
AP1S3	130340	1.71267	2.09082	NA	NA	NA	NA
AP2A1	160	38.7996	35.3797	cerebral-cortex	glial-cells	Low	Approved
AP2A2	161	42.0615	33.7275	cerebral-cortex	glial-cells	Medium	Supported
AP2B1	163	73.9598	50.9208	cerebral-cortex	glial-cells	Medium	Approved
AP2M1	1173	183.929	205.039	NA	NA	NA	NA
AP2S1	1175	105.231	140.224	NA	NA	NA	NA
AP3B1	8546	23.0748	22.5923	cerebral-cortex	glial-cells	Low	Approved
AP3B2	8120	7.15395	7.46147	NA	NA	NA	NA
AP3D1	8943	38.9384	38.0718	NA	NA	NA	NA
AP3M1	26985	39.5465	34.6001	NA	NA	NA	NA
AP3M2	10947	16.7922	15.5147	NA	NA	NA	NA
AP3S1	1176	49.7869	57.4297	NA	NA	NA	NA
AP3S2	10239	28.9382	21.4037	NA	NA	NA	NA
AP4B1	10717	13.3109	13.8424	cerebral-cortex	glial-cells	Low	Approved
AP4B1-AS1	100287722	1.20175	0.920757	NA	NA	NA	NA
AP4E1	23431	4.05341	3.81676	NA	NA	NA	NA
AP4M1	9179	13.4409	16.5024	NA	NA	NA	NA
AP4S1	11154	7.2941	7.38591	cerebral-cortex	glial-cells	Medium	Approved
AP5B1	91056	2.72956	2.30449	NA	NA	NA	NA
AP5M1	55745	19.7071	18.6911	cerebral-cortex	glial-cells	Low	Approved
AP5S1	55317	4.87139	5.98994	NA	NA	NA	NA
AP5Z1	9907	9.01389	10.1441	cerebral-cortex	glial-cells	Medium	Supported
APAF1	317	15.7029	11.5711	cerebral-cortex	glial-cells	Low	Enhanced
APBA1	320	0.394708	0.323733	NA	NA	NA	NA
APBA2	321	27.482	20.9222	NA	NA	NA	NA
APBA3	9546	7.98862	9.37049	cerebral-cortex	glial-cells	Low	Approved
APBB1	322	35.7169	39.4842	cerebral-cortex	glial-cells	Low	Approved
APBB2	323	57.6272	37.8676	cerebral-cortex	glial-cells	Medium	Approved
APBB3	10307	16.0231	17.5182	NA	NA	NA	NA
APC	324	19.4985	13.0569	NA	NA	NA	NA
APC2	10297	24.374	16.018	NA	NA	NA	NA
APCDD1	147495	24.2124	43.7017	NA	NA	NA	NA
APCDD1L	164284	0.0422255	0.49378	NA	NA	NA	NA
APEH	327	59.308	60.0517	NA	NA	NA	NA
APEX1	328	159.5	190.224	cerebral-cortex	glial-cells	Medium	Supported
APEX2	27301	6.71362	6.17202	NA	NA	NA	NA
APH1A	51107	1.11603	1.88833	cerebral-cortex	glial-cells	Low	Approved
APH1B	83464	16.7482	12.0623	NA	NA	NA	NA
API5	8539	60.7159	54.8552	cerebral-cortex	glial-cells	Medium	Approved
APIP	51074	22.2186	25.3569	cerebral-cortex	glial-cells	Low	Approved
APLF	200558	1.4381	1.99878	NA	NA	NA	NA
APLN	8862	7.35802	0.991235	NA	NA	NA	NA
APLNR	187	2.35687	4.05444	cerebral-cortex	glial-cells	Medium	Approved
APLP1	333	104.736	142.963	cerebral-cortex	glial-cells	Low	Enhanced
APLP2	334	255.938	241.09	cerebral-cortex	glial-cells	Medium	Approved
APMAP	57136	84.9759	89.9871	NA	NA	NA	NA
APOA1	335	0.0619618	0.11083	NA	NA	NA	NA
APOBEC2	10930	0.0949873	0.254666	NA	NA	NA	NA
APOBEC3B	9582	3.78285	5.40518	NA	NA	NA	NA
APOBEC3C	27350	2.13054	5.2333	NA	NA	NA	NA
APOBEC3D	140564	0.091096	0.212154	cerebral-cortex	glial-cells	Medium	Approved
APOBEC3F	200316	0.903504	2.10852	NA	NA	NA	NA
APOBEC3G	60489	0.721851	0.717774	NA	NA	NA	NA
APOC1	341	0.681172	1.59626	NA	NA	NA	NA
APOD	347	0	0.0433978	cerebral-cortex	glial-cells	High	Enhanced
APOE	348	4.20861	8.49783	cerebral-cortex	glial-cells	High	Enhanced
APOL1	8542	0.0347978	0.217367	NA	NA	NA	NA
APOL2	23780	8.17979	11.6828	NA	NA	NA	NA
APOL3	80833	0	0.18976	NA	NA	NA	NA
APOL4	80832	0.485227	0.837835	NA	NA	NA	NA
APOL6	80830	0.371278	0.514972	NA	NA	NA	NA
APOLD1	81575	16.2241	13.3454	cerebral-cortex	glial-cells	Low	Approved
APOO	79135	23.8795	27.4597	cerebral-cortex	glial-cells	Low	Supported
APOOL	139322	6.41021	3.40626	cerebral-cortex	glial-cells	Medium	Approved
APOOP5	644649	0.121897	0.328068	NA	NA	NA	NA
APP	351	381.69	434.674	NA	NA	NA	NA
APPBP2	10513	23.3712	19.2155	NA	NA	NA	NA
APPL1	26060	12.7792	10.4337	NA	NA	NA	NA
APPL2	55198	39.305	35.1751	cerebral-cortex	glial-cells	Low	Approved
APRT	353	33.1325	53.6613	NA	NA	NA	NA
APTX	54840	20.9347	26.3561	cerebral-cortex	glial-cells	Medium	Supported
AQP1	358	0.260447	0.531501	NA	NA	NA	NA
AQP11	282679	1.78854	2.42562	NA	NA	NA	NA
AQP3	360	0.494601	0.83408	NA	NA	NA	NA
AQP4	361	12.0529	13.1651	cerebral-cortex	glial-cells	Medium	Enhanced
AQP5	362	0	0.226312	NA	NA	NA	NA
AQR	9716	13.2291	13.9365	NA	NA	NA	NA
AR	367	11.7308	7.08806	NA	NA	NA	NA
ARAF	369	21.3625	23.1251	cerebral-cortex	glial-cells	Low	Approved
ARAP1	116985	10.8215	11.9526	cerebral-cortex	glial-cells	Low	Approved
ARAP1-AS1	100874075	0	6.15273	NA	NA	NA	NA
ARAP1-AS2	100506020	0.227768	0.126433	NA	NA	NA	NA
ARAP2	116984	1.06499	0.730237	NA	NA	NA	NA
ARAP3	64411	19.4031	11.4953	NA	NA	NA	NA
ARC	23237	1.16339	1.1309	NA	NA	NA	NA
ARCN1	372	1.50176	1.16739	cerebral-cortex	glial-cells	High	Approved
AREL1	9870	23.3198	20.0685	NA	NA	NA	NA
ARF1	375	126.467	139.296	NA	NA	NA	NA
ARF3	377	71.7131	67.1078	NA	NA	NA	NA
ARF4	378	116.153	137.9	NA	NA	NA	NA
ARF4P2	170485	0.136466	0.122507	NA	NA	NA	NA
ARF5	381	105.088	132.822	NA	NA	NA	NA
ARF6	382	29.8543	24.4086	NA	NA	NA	NA
ARFGAP1	55738	53.5005	57.9337	NA	NA	NA	NA
ARFGAP2	84364	41.7584	44.6423	cerebral-cortex	glial-cells	Low	Enhanced
ARFGAP3	26286	26.2549	28.7919	NA	NA	NA	NA
ARFGEF1	10565	16.3334	17.8323	cerebral-cortex	glial-cells	Medium	Supported
ARFGEF2	10564	7.44692	6.2186	cerebral-cortex	glial-cells	Medium	Supported
ARFIP1	27236	21.2534	19.9224	NA	NA	NA	NA
ARFIP2	23647	26.1408	28.1856	NA	NA	NA	NA
ARFRP1	10139	11.2753	13.579	cerebral-cortex	glial-cells	Low	Approved
ARG2	384	1.89862	4.77433	NA	NA	NA	NA
ARGFXP2	503640	0.180542	0.269093	NA	NA	NA	NA
ARGLU1	55082	236.664	206.492	cerebral-cortex	glial-cells	High	Supported
ARHGAP1	392	25.701	18.9484	NA	NA	NA	NA
ARHGAP10	79658	1.57696	1.36359	NA	NA	NA	NA
ARHGAP11A	9824	40.6182	18.7368	cerebral-cortex	glial-cells	Low	Enhanced
ARHGAP11B	89839	13.4672	8.90277	NA	NA	NA	NA
ARHGAP12	94134	33.8821	38.1082	cerebral-cortex	glial-cells	Low	Enhanced
ARHGAP15	55843	0.178351	0.115444	NA	NA	NA	NA
ARHGAP17	55114	31.0682	28.8001	NA	NA	NA	NA
ARHGAP18	93663	8.22917	8.75664	NA	NA	NA	NA
ARHGAP19	84986	24.2763	14.5732	NA	NA	NA	NA
ARHGAP19-SLIT1	100533184	1.16555	0.915099	NA	NA	NA	NA
ARHGAP20	57569	0.149819	0.0504234	NA	NA	NA	NA
ARHGAP21	57584	155.918	106.624	cerebral-cortex	glial-cells	Low	Approved
ARHGAP22	58504	0.782636	0.640489	NA	NA	NA	NA
ARHGAP23	57636	7.38032	2.5379	NA	NA	NA	NA
ARHGAP23P1	102577425	0.391366	0.116454	NA	NA	NA	NA
ARHGAP24	83478	3.02441	1.82387	cerebral-cortex	glial-cells	Low	Approved
ARHGAP26	23092	6.93262	4.29533	NA	NA	NA	NA
ARHGAP28	79822	7.69236	5.13357	NA	NA	NA	NA
ARHGAP29	9411	18.1492	13.7036	NA	NA	NA	NA
ARHGAP30	257106	0.406512	0.31617	NA	NA	NA	NA
ARHGAP31	57514	6.37911	4.27832	cerebral-cortex	glial-cells	Low	Approved
ARHGAP31-AS1	100874246	0.527651	0.472992	NA	NA	NA	NA
ARHGAP32	9743	11.8124	6.87471	NA	NA	NA	NA
ARHGAP33	115703	33.6222	21.9535	cerebral-cortex	glial-cells	Low	Supported
ARHGAP35	2909	37.5506	22.2672	cerebral-cortex	glial-cells	Low	Approved
ARHGAP39	80728	5.83361	4.71733	NA	NA	NA	NA
ARHGAP4	393	0.624089	0.161352	NA	NA	NA	NA
ARHGAP42	143872	2.7413	2.04628	NA	NA	NA	NA
ARHGAP44	9912	1.16513	0.788096	NA	NA	NA	NA
ARHGAP5	394	33.2417	24.6686	NA	NA	NA	NA
ARHGAP5-AS1	84837	1.62845	2.78523	NA	NA	NA	NA
ARHGAP6	395	8.27924	4.0059	cerebral-cortex	glial-cells	Medium	Enhanced
ARHGAP8	23779	0.298551	0.235203	NA	NA	NA	NA
ARHGAP9	64333	0.427697	0.483411	NA	NA	NA	NA
ARHGDIA	396	132.886	124.204	cerebral-cortex	glial-cells	Low	Approved
ARHGDIB	397	2.90615	2.17567	cerebral-cortex	glial-cells	Medium	Enhanced
ARHGDIG	398	0.809056	1.70412	NA	NA	NA	NA
ARHGEF1	9138	0.942121	4.01345	NA	NA	NA	NA
ARHGEF10	9639	17.6764	10.4162	NA	NA	NA	NA
ARHGEF10L	55160	13.5051	12.0162	cerebral-cortex	glial-cells	Low	Approved
ARHGEF11	9826	12.6186	9.22853	cerebral-cortex	glial-cells	Low	Enhanced
ARHGEF12	23365	28.6216	22.4578	NA	NA	NA	NA
ARHGEF16	27237	0.358085	0.346807	NA	NA	NA	NA
ARHGEF17	9828	24.4297	16.2524	NA	NA	NA	NA
ARHGEF18	23370	12.4731	10.8889	NA	NA	NA	NA
ARHGEF19	128272	0.846699	1.11066	NA	NA	NA	NA
ARHGEF2	9181	52.5226	46.5067	cerebral-cortex	glial-cells	Low	Approved
ARHGEF25	115557	20.1016	20.5239	NA	NA	NA	NA
ARHGEF26	26084	7.09608	5.80829	NA	NA	NA	NA
ARHGEF26-AS1	100507524	0.191685	1.24108	NA	NA	NA	NA
ARHGEF28	64283	0.307994	0.163968	NA	NA	NA	NA
ARHGEF3	50650	0.871952	1.50004	NA	NA	NA	NA
ARHGEF33	100271715	0.348695	0.41485	NA	NA	NA	NA
ARHGEF37	389337	1.0483	0.943473	NA	NA	NA	NA
ARHGEF38	54848	0.362665	0.0272527	NA	NA	NA	NA
ARHGEF39	84904	5.83344	4.84826	NA	NA	NA	NA
ARHGEF4	50649	2.61919	3.36567	NA	NA	NA	NA
ARHGEF40	55701	57.8728	49.7843	NA	NA	NA	NA
ARHGEF6	9459	15.2055	13.7261	NA	NA	NA	NA
ARHGEF7	8874	41.7248	30.7153	cerebral-cortex	glial-cells	Low	Approved
ARHGEF7-AS2	100874238	0.720569	0.556005	NA	NA	NA	NA
ARID1A	8289	42.8479	32.9699	cerebral-cortex	glial-cells	Low	Supported
ARID1B	57492	17.286	11.824	cerebral-cortex	glial-cells	Low	Approved
ARID2	196528	13.6256	10.4271	NA	NA	NA	NA
