SYMBOL	ENTREZID	ST.1	ST.4	ST.5	ST.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
TAB1	10454	26.4684	13.2952	21.3818	15.7113	cerebral-cortex	glial-cells	Low	Approved
TAB2	23118	46.2098	35.096	33.4822	40.9193	cerebral-cortex	glial-cells	Medium	Approved
TAB3	257397	4.71175	4.73663	4.8832	6.02069	cerebral-cortex	glial-cells	Low	Approved
TAB3-AS2	100873926	4.30909	0	1.94833	3.70754	NA	NA	NA	NA
TAC3	6866	0	2.66912	1.32059	0.106043	NA	NA	NA	NA
TAC4	255061	1.43354	3.48825	13.6782	8.72631	NA	NA	NA	NA
TACC1	6867	33.012	23.2544	25.0794	38.0412	cerebral-cortex	glial-cells	Medium	Approved
TACC2	10579	11.001	19.7087	14.4221	9.02354	cerebral-cortex	glial-cells	Medium	Enhanced
TACC3	10460	8.89648	24.7089	23.1216	7.43972	NA	NA	NA	NA
TACO1	51204	12.3753	10.2102	10.3131	12.2099	cerebral-cortex	glial-cells	Medium	Enhanced
TACR1	6869	0.258005	0.105566	0.25269	0.0649581	NA	NA	NA	NA
TACR2	6865	0.252218	0.130527	0.311851	0.651752	NA	NA	NA	NA
TADA1	117143	13.7906	12.6703	11.7214	10.4378	cerebral-cortex	glial-cells	Low	Approved
TADA2A	6871	30.7605	29.5196	28.7074	28.308	NA	NA	NA	NA
TADA2B	93624	12.5937	11.9809	12.0129	12.9528	cerebral-cortex	glial-cells	Low	Approved
TADA3	10474	41.4346	50.4839	40.8757	40.3822	cerebral-cortex	glial-cells	Low	Approved
TAF1	6872	21.4288	19.408	19.3613	20.82	cerebral-cortex	glial-cells	High	Supported
TAF10	6881	119.887	119.189	81.5161	129.745	cerebral-cortex	glial-cells	High	Supported
TAF11	6882	19.6428	17.2876	18.5427	20.4587	NA	NA	NA	NA
TAF12	6883	21.0357	16.9794	14.8091	22.6292	cerebral-cortex	glial-cells	Medium	Approved
TAF13	6884	22.4669	15.3262	15.8238	26.3807	cerebral-cortex	glial-cells	High	Approved
TAF15	8148	1.5211	0.321956	0.754004	0.0792216	cerebral-cortex	glial-cells	Medium	Supported
TAF1A	9015	4.91514	5.72638	6.32882	7.23481	cerebral-cortex	glial-cells	Medium	Approved
TAF1B	9014	20.205	18.2234	20.2917	16.6764	NA	NA	NA	NA
TAF1C	9013	5.70277	10.3812	13.4849	6.81758	NA	NA	NA	NA
TAF1D	79101	44.229	47.0571	53.0457	59.5649	NA	NA	NA	NA
TAF1L	138474	0.129058	0.111108	0.118872	0.0840814	NA	NA	NA	NA
TAF2	6873	29.5581	36.3668	34.1485	41.4877	NA	NA	NA	NA
TAF3	83860	1.89045	2.52649	2.10774	2.26174	NA	NA	NA	NA
TAF4	6874	13.1711	14.8002	7.84657	8.75388	cerebral-cortex	glial-cells	High	Supported
TAF4B	6875	0.307782	0.455767	0.183142	0.200224	NA	NA	NA	NA
TAF5	6877	2.18311	4.47005	4.23232	2.16206	cerebral-cortex	glial-cells	High	Supported
TAF5L	27097	12.9397	18.4804	13.3601	8.68835	NA	NA	NA	NA
TAF6	6878	28.5337	26.7962	28.4433	22.7504	NA	NA	NA	NA
TAF6L	10629	15.115	18.218	15.8895	15.2307	cerebral-cortex	glial-cells	Low	Approved
TAF7	6879	44.7768	41.5636	40.7771	56.0609	cerebral-cortex	glial-cells	Low	Approved
TAF8	129685	8.88	14.0032	11.5786	8.75383	cerebral-cortex	glial-cells	Low	Supported
TAF9BP1	246135	0.979442	0.829445	1.2113	0.567212	NA	NA	NA	NA
TAGLN	6876	124.265	92.2047	39.0658	65.9542	NA	NA	NA	NA
TAGLN2	8407	58.2964	49.4039	31.1199	5.76463	NA	NA	NA	NA
TAGLN2P1	100418887	7.04079	5.2055	2.99316	1.96589	NA	NA	NA	NA
TAGLN3	29114	85.1084	112.036	63.6133	52.256	NA	NA	NA	NA
TAL2	6887	0.226245	0.117086	0.384718	0.131021	NA	NA	NA	NA
TALDO1	6888	473.543	297.637	310.129	502.861	NA	NA	NA	NA
TAMM41	132001	1.06023	1.44562	1.39356	0.916357	NA	NA	NA	NA
TANC1	85461	16.5746	14.2479	14.7999	14.6865	cerebral-cortex	glial-cells	Low	Approved
TANC2	26115	30.1579	40.4582	67.6812	30.3608	NA	NA	NA	NA
TANGO2	128989	12.8698	12.2052	11.0606	14.3485	cerebral-cortex	glial-cells	Medium	Approved
TANGO6	79613	9.95607	6.65108	6.7935	8.55639	NA	NA	NA	NA
TANK	10010	49.6592	45.3985	49.1465	39.7456	cerebral-cortex	glial-cells	Low	Approved
TAOK1	57551	78.9047	67.5428	67.7792	76.7072	cerebral-cortex	glial-cells	Medium	Approved
TAOK2	9344	24.6266	23.2575	24.0243	24.7689	cerebral-cortex	glial-cells	Low	Approved
TAOK3	51347	27.1174	28.1747	34.2402	53.6241	cerebral-cortex	glial-cells	Low	Approved
TAPBPL	55080	0.64401	0.678248	0.987074	0.786484	NA	NA	NA	NA
TAPT1	202018	32.6664	31.5786	33.5682	198.217	cerebral-cortex	glial-cells	Medium	Approved
TAPT1-AS1	202020	3.48348	4.98438	3.32924	3.458	NA	NA	NA	NA
TARBP1	6894	2.28512	4.01831	3.96363	3.5315	NA	NA	NA	NA
TARBP2	6895	19.232	20.4218	20.9033	16.7328	cerebral-cortex	glial-cells	High	Approved
TARDBP	23435	34.9982	31.8549	35.8121	34.4145	cerebral-cortex	glial-cells	High	Supported
TARS2	80222	18.0804	18.0389	13.1403	14.8833	cerebral-cortex	glial-cells	Medium	Approved
TAS1R1	80835	0.144326	0.0933868	0.0991945	0.244129	cerebral-cortex	glial-cells	Low	Approved
TAS1R3	83756	0.840668	0.59044	0.578611	0.843278	NA	NA	NA	NA
TAS2R3	50831	0.431315	0.669641	1.46686	1.28012	NA	NA	NA	NA
TAS2R4	50832	1.04023	1.01335	2.77468	1.24026	NA	NA	NA	NA
TAS2R5	54429	0.409042	0.846748	1.79685	0.917915	NA	NA	NA	NA
TAS2R67P	448991	0.247162	0	0.560381	0.381692	NA	NA	NA	NA
TASP1	55617	11.4775	8.94824	9.31945	11.2964	NA	NA	NA	NA
TAT	6898	0.190005	0.749226	0.232689	0.104016	NA	NA	NA	NA
TATDN1	83940	20.0927	22.8321	22.3184	28.1177	NA	NA	NA	NA
TATDN1P1	728737	0.773584	1.89254	2.15257	1.05889	NA	NA	NA	NA
TATDN2	9797	10.5269	9.36306	13.0224	10.6126	cerebral-cortex	glial-cells	Low	Approved
TATDN2P2	100272205	0.790689	1.61199	1.49392	0.61053	NA	NA	NA	NA
TATDN3	128387	7.74863	9.34226	10.0428	10.7042	cerebral-cortex	glial-cells	Low	Approved
TAX1BP1	8887	82.1665	51.0283	52.7319	87.2289	NA	NA	NA	NA
TAX1BP3	30851	23.5461	21.4997	21.8029	14.2333	NA	NA	NA	NA
TBC1D1	23216	44.3555	58.8042	61.7251	50.6402	cerebral-cortex	glial-cells	Medium	Approved
TBC1D10A	83874	2.70946	4.81049	4.18845	3.4182	cerebral-cortex	glial-cells	Low	Approved
TBC1D10B	26000	13.6413	15.5129	13.4181	11.4564	NA	NA	NA	NA
TBC1D10C	374403	0.115672	0.713703	0.50317	0.164159	NA	NA	NA	NA
TBC1D12	23232	10.3946	9.36523	9.72385	11.3424	NA	NA	NA	NA
TBC1D13	54662	10.1523	8.38151	8.6728	8.37189	cerebral-cortex	glial-cells	Medium	Approved
TBC1D14	57533	52.6926	46.1705	50.1781	58.5705	cerebral-cortex	glial-cells	Medium	Approved
TBC1D15	64786	16.0325	12.5896	15.0998	15.4065	cerebral-cortex	glial-cells	High	Supported
TBC1D16	125058	25.9478	37.679	31.4625	23.9273	cerebral-cortex	glial-cells	Low	Approved
TBC1D17	79735	14.0865	13.6807	15.1409	10.6531	NA	NA	NA	NA
TBC1D19	55296	14.02	10.5948	10.765	15.6278	cerebral-cortex	glial-cells	Medium	Approved
TBC1D2	55357	0.793553	0.643898	0.757157	1.08202	NA	NA	NA	NA
TBC1D20	128637	12.5634	12.4547	12.7119	14.1893	cerebral-cortex	glial-cells	Medium	Approved
TBC1D22A	25771	10.0496	9.79075	8.81187	8.97192	NA	NA	NA	NA
TBC1D22B	55633	4.71915	4.20319	4.4565	4.17339	NA	NA	NA	NA
TBC1D23	55773	30.776	21.697	31.1258	34.7561	cerebral-cortex	glial-cells	High	Approved
TBC1D24	57465	14.3171	13.1906	15.6591	12.569	NA	NA	NA	NA
TBC1D26	353149	0.708952	0.257162	0.527131	0.622698	NA	NA	NA	NA
TBC1D2B	23102	3.35346	6.68024	4.92393	4.22975	NA	NA	NA	NA
TBC1D30	23329	1.72524	0.920721	0.641324	1.94976	cerebral-cortex	glial-cells	Low	Approved
TBC1D31	93594	9.74507	13.775	11.7731	10.3452	NA	NA	NA	NA
TBC1D32	221322	11.9278	13.5446	15.8126	13.6758	NA	NA	NA	NA
TBC1D3F	84218	0.657219	1.12389	1.32782	1.37348	NA	NA	NA	NA
TBC1D4	9882	1.27251	1.39739	1.94102	1.1138	cerebral-cortex	glial-cells	Low	Approved
TBC1D5	9779	34.671	31.7638	31.1092	33.3805	NA	NA	NA	NA
TBC1D7	51256	13.8582	11.3665	8.48235	8.10197	cerebral-cortex	glial-cells	Medium	Approved
TBC1D8	11138	5.8543	5.79563	8.57469	8.4207	NA	NA	NA	NA
TBC1D8B	54885	0.0609537	0.042028	0.0230338	0.0538283	cerebral-cortex	glial-cells	Low	Enhanced
TBC1D9	23158	3.92985	6.89467	7.23499	5.20285	NA	NA	NA	NA
TBC1D9B	23061	76.9106	78.7186	69.975	67.4762	cerebral-cortex	glial-cells	Low	Approved
TBCA	6902	118.431	90.7786	108.754	178.079	cerebral-cortex	glial-cells	Medium	Approved
TBCAP1	494540	6.08414	4.32943	5.17346	5.06636	NA	NA	NA	NA
TBCAP2	494541	18.0055	4.3617	10.4229	9.31792	NA	NA	NA	NA
TBCB	1155	306.681	260.47	255.972	281.249	cerebral-cortex	glial-cells	High	Approved
TBCC	6903	13.1291	22.7395	17.3235	18.9695	NA	NA	NA	NA
TBCCD1	55171	11.7558	5.71037	12.0395	12.734	NA	NA	NA	NA
TBCD	6904	25.6071	30.8872	34.057	24.5607	NA	NA	NA	NA
TBCE	6905	13.5536	13.3951	14.2855	16.0332	NA	NA	NA	NA
TBCEL	219899	17.3069	13.7476	14.4495	18.1309	cerebral-cortex	glial-cells	Medium	Approved
TBCK	93627	44.9653	38.9244	44.3286	48.3902	NA	NA	NA	NA
TBK1	29110	17.6952	17.5887	22.9588	28.2919	NA	NA	NA	NA
TBKBP1	9755	3.85807	4.4706	4.75482	9.51182	NA	NA	NA	NA
TBL1X	6907	14.252	9.00936	8.82232	10.4015	cerebral-cortex	glial-cells	High	Approved
TBL1XR1	79718	56.3461	61.8079	60.4855	52.7967	cerebral-cortex	glial-cells	High	Supported
TBL1XR1-AS1	100874217	0.911495	1.88686	1.0333	1.71563	NA	NA	NA	NA
TBL3	10607	17.7416	17.4664	16.154	15.6875	NA	NA	NA	NA
TBP	6908	15.5022	21.338	23.0397	18.5615	cerebral-cortex	glial-cells	Medium	Enhanced
TBPL1	9519	23.5139	24.4597	16.1562	26.2793	NA	NA	NA	NA
TBRG1	84897	20.6772	16.5626	20.0509	17.3382	NA	NA	NA	NA
TBRG4	9238	27.468	31.2847	24.3364	30.8119	NA	NA	NA	NA
TBX1	6899	6.01937	0.220742	0.159541	4.78127	NA	NA	NA	NA
TBX15	6913	0.0294345	0.197657	0.0666156	0.391784	NA	NA	NA	NA
TBX19	9095	0.424117	0.325728	0.353431	0.713285	NA	NA	NA	NA
TBX2	6909	0.940667	1.10873	2.22065	3.15946	cerebral-cortex	glial-cells	Medium	Approved
TBX6	6911	0.313793	0.112267	0.188509	0.150958	NA	NA	NA	NA
TBXAS1	6916	1.73617	2.55203	2.50314	0.739084	cerebral-cortex	glial-cells	Medium	Enhanced
TC2N	123036	3.44164	14.3625	11.3682	18.3648	NA	NA	NA	NA
TCAIM	285343	27.9689	19.8313	28.9096	27.8763	NA	NA	NA	NA
TCAP	8557	0.732286	1.02029	0.715691	1.40345	NA	NA	NA	NA
TCEA1	6917	65.7042	60.5451	65.4457	81.5365	cerebral-cortex	glial-cells	Low	Approved
TCEA1P2	399511	18.5824	16.7868	13.0264	22.4732	NA	NA	NA	NA
TCEA1P4	100421350	0.830139	0.546795	0.427762	1.0926	NA	NA	NA	NA
TCEA2	6919	48.3904	45.7869	45.334	40.0033	cerebral-cortex	glial-cells	Low	Approved
TCEA3	6920	6.79891	6.22964	4.85726	3.66991	cerebral-cortex	glial-cells	Medium	Approved
TCEAL1	9338	54.0869	31.437	31.1229	45.8252	NA	NA	NA	NA
TCEAL2	140597	2.3209	16.4803	20.4502	3.41729	NA	NA	NA	NA
TCEAL3	85012	51.8315	38.9208	40.6224	39.7598	NA	NA	NA	NA
TCEAL3-AS1	100874119	0.604968	0.626165	0	0	NA	NA	NA	NA
TCEAL4	79921	155.639	133.562	150.464	233.241	NA	NA	NA	NA
TCEAL5	340543	1.25446	3.99911	6.42787	1.80165	NA	NA	NA	NA
TCEAL7	56849	3.26788	21.506	23.3862	7.49427	cerebral-cortex	glial-cells	Low	Enhanced
TCEAL8	90843	83.8494	76.5063	79.7822	110.219	NA	NA	NA	NA
TCEANC	170082	2.20688	2.66007	2.1752	3.48626	NA	NA	NA	NA
TCEANC2	127428	4.77431	3.77855	3.47862	5.68813	NA	NA	NA	NA
TCERG1	10915	61.5761	88.361	99.9454	79.0567	NA	NA	NA	NA
TCF12	6938	289.312	512.518	372.558	318.752	cerebral-cortex	glial-cells	Medium	Approved
TCF19	6941	0.0802808	1.33086	2.18675	0	NA	NA	NA	NA
TCF20	6942	0.433788	0.781167	0.282037	0.240893	NA	NA	NA	NA
TCF24	100129654	0.323606	0.0446592	0.0978265	0.20381	NA	NA	NA	NA
TCF25	22980	137.704	173.819	150.848	142.702	cerebral-cortex	glial-cells	Low	Enhanced
TCF3	6929	99.4618	137.936	119.742	88.7354	NA	NA	NA	NA
TCF4	6925	140.996	214.299	144.269	251.156	cerebral-cortex	glial-cells	Medium	Approved
TCF7	6932	3.38095	4.20104	4.59619	2.1789	NA	NA	NA	NA
TCF7L1	83439	2.19514	2.98057	3.02667	1.60509	NA	NA	NA	NA
TCF7L1-IT1	100874334	0.755459	1.17289	0.856412	0.328122	NA	NA	NA	NA
TCF7L2	6934	10.7535	3.87985	5.75546	6.78178	cerebral-cortex	glial-cells	High	Supported
TCFL5	10732	6.72366	7.65067	5.07446	5.75705	cerebral-cortex	glial-cells	Low	Enhanced
TCHP	84260	16.6943	19.2395	20.0352	12.8724	cerebral-cortex	glial-cells	Low	Supported
TCIRG1	10312	0.350115	1.09715	1.98589	1.16993	NA	NA	NA	NA
TCN2	6948	8.32683	7.43249	7.36375	8.3994	NA	NA	NA	NA
TCOF1	6949	11.4381	13.2225	17.8511	11.8392	cerebral-cortex	glial-cells	Medium	Enhanced
TCP1	6950	160.07	155.042	149.808	186.448	cerebral-cortex	glial-cells	Low	Approved
TCP10L	140290	1.97593	3.01754	1.43692	3.56726	NA	NA	NA	NA
TCP11	6954	0.152595	0.205583	0.161328	0.0383891	NA	NA	NA	NA
TCP11L1	55346	10.4256	12.0363	14.803	10.3802	cerebral-cortex	glial-cells	Medium	Approved
TCP11L2	255394	22.2797	9.88431	11.0088	13.8785	NA	NA	NA	NA
TCP1P1	647047	0.447672	0.213857	0.702685	0.259252	NA	NA	NA	NA
TCTA	6988	10.2238	6.58316	6.46914	8.42161	NA	NA	NA	NA
TCTE1	202500	0.09352	0.096816	0.191804	0.336846	NA	NA	NA	NA
TCTE3	6991	1.19608	1.32641	0.968506	1.58323	NA	NA	NA	NA
TCTEX1D1	200132	8.24285	2.36782	3.01147	0.227528	NA	NA	NA	NA
TCTEX1D2	255758	29.9127	26.6907	20.6757	15.0229	NA	NA	NA	NA
TCTEX1D4	343521	0.171295	0.178743	0.259218	0.398535	NA	NA	NA	NA
TCTN1	79600	134.768	94.667	97.643	97.614	cerebral-cortex	glial-cells	Medium	Approved
TCTN2	79867	17.1852	12.4266	13.6918	12.0497	cerebral-cortex	glial-cells	Medium	Enhanced
TCTN3	26123	24.3447	17.4393	19.1616	19.9235	cerebral-cortex	glial-cells	Low	Approved
TDG	6996	16.6905	19.7463	14.6802	17.1607	cerebral-cortex	glial-cells	Medium	Supported
TDGF1P5	22814	1.15569	1.5949	0.873418	0.780815	NA	NA	NA	NA
TDGF1P6	22813	0.982573	2.2374	1.11388	0.56902	NA	NA	NA	NA
TDGF1P7	100129080	0.135565	0.140315	0.307361	0.0785072	NA	NA	NA	NA
TDH	157739	0.492497	0.393695	2.48846	1.65922	NA	NA	NA	NA
TDP1	55775	15.2908	20.5184	21.3649	15.168	cerebral-cortex	glial-cells	High	Approved
TDP2	51567	14.2091	16.1483	18.0169	14.1943	NA	NA	NA	NA
TDRD3	81550	23.2154	20.7712	18.2381	21.3269	cerebral-cortex	glial-cells	High	Approved
TDRD7	23424	5.39444	4.97844	6.33021	3.8277	NA	NA	NA	NA
TDRKH	11022	5.37885	6.68165	6.94626	4.52375	NA	NA	NA	NA
TDRP	157695	10.9025	9.73857	10.0004	5.47318	cerebral-cortex	glial-cells	Low	Approved
TEAD1	7003	43.6463	54.4099	45.5717	35.7661	NA	NA	NA	NA
TEAD2	8463	57.9485	57.8995	51.9174	44.4998	NA	NA	NA	NA
TEAD3	7005	5.75357	15.1812	13.6025	7.23549	NA	NA	NA	NA
TEAD4	7004	5.06219	9.91216	7.99488	7.8094	NA	NA	NA	NA
TECPR1	25851	36.8764	36.2222	36.0616	30.1209	NA	NA	NA	NA
TECPR2	9895	9.37058	10.7237	11.1294	6.86836	cerebral-cortex	glial-cells	High	Enhanced
TECR	9524	65.37	33.3191	31.3718	40.6216	NA	NA	NA	NA
TECRP1	442777	2.98398	1.75256	1.35309	1.03685	NA	NA	NA	NA
TECTA	7007	0.743885	0.593086	0.663741	0.661361	NA	NA	NA	NA
TEF	7008	3.77265	11.5725	6.83254	7.69484	NA	NA	NA	NA
TEFM	79736	8.89689	6.40066	8.74005	8.73378	NA	NA	NA	NA
TEK	7010	0.491219	0.649936	0.450387	0.0801207	NA	NA	NA	NA
TEKT1	83659	6.21124	3.36916	2.91479	0.652693	NA	NA	NA	NA
TEKT2	27285	19.329	7.38614	8.64168	8.32771	cerebral-cortex	glial-cells	Low	Approved
TEKT3	64518	1.73855	0.984968	0.783998	1.59401	NA	NA	NA	NA
TEKT5	146279	0.482636	0.412658	0.547132	0.317545	NA	NA	NA	NA
TELO2	9894	8.30402	10.4061	6.54899	6.68784	cerebral-cortex	glial-cells	Low	Approved
TEN1	100134934	11.8656	14.6809	12.3411	9.92415	NA	NA	NA	NA
TEN1-CDK3	100529145	0.403165	0.999324	1.13414	0.703915	NA	NA	NA	NA
TENM1	10178	0.0650736	1.2198	3.43294	3.83105	NA	NA	NA	NA
TENM2	57451	1.52481	4.13809	1.32004	5.17693	NA	NA	NA	NA
TENM3	55714	12.5859	23.6968	30.3005	21.8597	NA	NA	NA	NA
TENM4	26011	132.159	47.8631	23.7527	68.6943	cerebral-cortex	glial-cells	Medium	Approved
TEP1	7011	7.30511	10.4076	10.8434	8.73226	NA	NA	NA	NA
TERC	7012	48.9317	17.3623	93.9602	49.901	NA	NA	NA	NA
TERF1	7013	14.9353	13.1903	18.428	15.8911	NA	NA	NA	NA
TERF1P4	648283	0.265442	0.439588	0.180548	0.184465	NA	NA	NA	NA
TERF2	7014	34.4821	28.4807	32.0457	28.2193	cerebral-cortex	glial-cells	Medium	Enhanced
TERF2IP	54386	49.7341	48.2784	45.2602	60.2154	cerebral-cortex	glial-cells	Medium	Supported
TES	26136	0.0189089	1.49686	0.418536	0.175452	NA	NA	NA	NA
TESC	54997	15.1281	8.4773	2.99159	8.53987	cerebral-cortex	glial-cells	Low	Enhanced
TESK1	7016	14.6362	15.3471	16.2138	13.1345	NA	NA	NA	NA
TESK2	10420	0.512642	0.489729	0.63249	0.46742	NA	NA	NA	NA
TET1	80312	9.11938	10.0302	10.6104	11.1529	NA	NA	NA	NA
TET2	54790	20.1341	21.4917	18.713	24.4317	cerebral-cortex	glial-cells	Medium	Supported
TET2-AS1	104384744	0.72222	1.19604	0.491239	1.00379	NA	NA	NA	NA
TET3	200424	6.88306	11.7191	9.8261	6.65167	NA	NA	NA	NA
TEX10	54881	16.533	14.287	17.5464	18.6167	NA	NA	NA	NA
TEX12	56158	0.051965	0.228155	0.439834	0	NA	NA	NA	NA
TEX14	56155	0.0523614	0.109837	0.296552	0.21691	NA	NA	NA	NA
TEX15	56154	0.709796	3.74137	2.79972	1.06799	NA	NA	NA	NA
TEX19	400629	0.0279654	0.115781	0	0.194341	NA	NA	NA	NA
TEX2	55852	16.1577	12.3641	14.5698	11.9394	cerebral-cortex	glial-cells	Low	Approved
TEX21P	441687	0.266391	0.196946	0.517695	0.15427	NA	NA	NA	NA
TEX26	122046	1.21773	0.916931	0.911226	0.150274	NA	NA	NA	NA
TEX26-AS1	100507064	0.311317	0.359017	0.203995	0.264087	NA	NA	NA	NA
TEX264	51368	37.6773	25.2534	21.7851	28.3847	NA	NA	NA	NA
TEX29	121793	0.764055	1.08761	0.529307	0.850692	NA	NA	NA	NA
TEX30	93081	4.56724	4.818	6.7406	6.29667	NA	NA	NA	NA
TEX9	374618	44.8016	26.0072	26.5101	27.4982	NA	NA	NA	NA
TF	7018	0.601206	1.09903	0.691649	0.774546	NA	NA	NA	NA
TFAM	7019	20.2177	24.0877	25.7323	27.3563	cerebral-cortex	glial-cells	Low	Supported
TFAMP1	260341	0.272115	0.844947	0.616955	0.472755	NA	NA	NA	NA
TFAP2A	7020	0.742478	0.119319	0	0.679899	NA	NA	NA	NA
TFAP2B	7021	0.0173832	0.189244	0	0.455571	NA	NA	NA	NA
TFAP2C	7022	0.347231	0.0681882	0.19548	4.54491	NA	NA	NA	NA
TFAP2E	339488	0.170844	0.277875	0.415015	0.424018	NA	NA	NA	NA
TFAP4	7023	9.03625	12.57	8.44318	5.65881	cerebral-cortex	glial-cells	Medium	Supported
TFB1M	51106	8.33571	9.66779	7.51501	6.12148	cerebral-cortex	glial-cells	Low	Approved
TFB2M	64216	3.1118	3.00833	1.87444	2.87289	NA	NA	NA	NA
TFCP2	7024	9.78355	10.0969	12.9099	10.0101	NA	NA	NA	NA
TFDP1	7027	31.4188	32.8101	36.1443	25.1806	cerebral-cortex	glial-cells	Low	Enhanced
TFDP2	7029	71.6843	105.625	108.645	81.5082	cerebral-cortex	glial-cells	Medium	Supported
TFE3	7030	0.16986	0.0586037	0.123277	0.21326	cerebral-cortex	glial-cells	Medium	Approved
TFEB	7942	3.8574	3.73458	6.38854	5.34734	NA	NA	NA	NA
TFG	10342	54.94	49.2223	43.4268	55.4551	cerebral-cortex	glial-cells	High	Approved
TFIP11	24144	31.2171	35.7245	35.6808	29.969	NA	NA	NA	NA
TFPI	7035	104.818	171.333	97.4547	89.5315	cerebral-cortex	glial-cells	Low	Supported
TFPI2	7980	0.551649	1.25175	0.151227	0.14531	NA	NA	NA	NA
TFR2	7036	1.18622	1.66834	1.60558	0.453299	NA	NA	NA	NA
TFRC	7037	13.9377	34.2034	35.3998	17.9029	NA	NA	NA	NA
TG	7038	0.352534	0.438422	2.04815	0.584292	NA	NA	NA	NA
TGDS	23483	3.24727	3.63033	2.83525	3.45565	cerebral-cortex	glial-cells	Low	Approved
TGFB1	7040	0.755772	1.88431	3.30043	2.6972	NA	NA	NA	NA
TGFB1I1	7041	12.2029	13.6877	9.84126	6.19525	NA	NA	NA	NA
TGFB2	7042	483.305	189.494	130.398	96.9967	NA	NA	NA	NA
TGFB3	7043	15.8503	12.8666	15.1144	19.6833	NA	NA	NA	NA
TGFBI	7045	0.705493	4.77617	0.907794	4.72272	NA	NA	NA	NA
TGFBR1	7046	25.5742	35.4601	33.3143	25.3418	NA	NA	NA	NA
TGFBR2	7048	5.84679	2.39988	1.86658	0.820039	NA	NA	NA	NA
TGFBR3	7049	1.44456	1.60623	1.3725	2.13845	cerebral-cortex	glial-cells	Low	Supported
TGFBR3L	100507588	0.885567	0.38795	1.21687	0.201906	NA	NA	NA	NA
TGFBRAP1	9392	7.20966	7.7848	7.24675	6.18515	NA	NA	NA	NA
TGIF1	7050	71.1303	70.6786	88.63	49.4403	NA	NA	NA	NA
TGIF2	60436	36.0481	42.5159	44.2043	29.3579	NA	NA	NA	NA
TGIF2P1	126826	0.300795	0.311334	0.454653	0.116129	NA	NA	NA	NA
TGM1	7051	0.359611	1.32352	1.32202	0.886457	NA	NA	NA	NA
TGM4	7047	0.0761195	0.17333	0.108858	0.052898	NA	NA	NA	NA
TGOLN2	10618	15.1899	15.36	15.9837	16.85	cerebral-cortex	glial-cells	High	Enhanced
TGS1	96764	10.3501	14.8204	14.9589	16.4869	cerebral-cortex	glial-cells	High	Supported
TH	7054	0	0.300905	0	0.290614	NA	NA	NA	NA
THA1P	390816	0.411209	0.532021	0.757509	0.208369	NA	NA	NA	NA
THADA	63892	14.4195	12.4981	16.7563	14.3328	NA	NA	NA	NA
THAP1	55145	16.6736	13.98	11.1422	14.4606	NA	NA	NA	NA
THAP10	56906	2.53855	2.39901	2.21632	1.48289	NA	NA	NA	NA
THAP11	57215	14.4062	15.1495	14.186	13.3819	cerebral-cortex	glial-cells	Medium	Supported
THAP2	83591	8.08068	7.26124	5.79906	12.3337	NA	NA	NA	NA
THAP3	90326	19.0513	17.2064	23.2335	30.2172	cerebral-cortex	glial-cells	High	Approved
THAP4	51078	24.2172	21.6946	21.507	20.9617	NA	NA	NA	NA
THAP5	168451	25.38	24.7013	25.5456	25.3145	cerebral-cortex	glial-cells	Low	Approved
THAP5P1	285872	3.43712	1.42302	5.45499	2.78667	NA	NA	NA	NA
THAP6	152815	12.0875	15.0807	17.2199	18.3572	NA	NA	NA	NA
THAP7	80764	22.2122	21.8816	18.2895	14.7315	cerebral-cortex	glial-cells	Low	Approved
THAP7-AS1	439931	2.26571	1.71672	1.79754	2.29557	NA	NA	NA	NA
THAP8	199745	6.55861	4.3846	4.82425	7.18469	cerebral-cortex	glial-cells	Low	Approved
THAP9	79725	4.95201	4.97216	4.30306	4.38074	NA	NA	NA	NA
THAP9-AS1	100499177	29.4209	32.1539	30.9455	21.1964	NA	NA	NA	NA
THBS1	7057	196.233	68.4755	114.325	139.892	NA	NA	NA	NA
THBS2	7058	11.0391	13.2584	6.55981	14.8131	cerebral-cortex	glial-cells	Low	Approved
THBS3	7059	25.0707	23.8761	29.6269	20.1564	cerebral-cortex	glial-cells	Low	Approved
THBS4	7060	12.6159	18.557	14.058	8.94134	NA	NA	NA	NA
THEGL	100506564	0.262002	0.346588	0.227761	0.407388	NA	NA	NA	NA
THEM4	117145	2.5991	3.84931	4.85361	1.47018	NA	NA	NA	NA
THEM6	51337	7.06205	7.5216	4.39769	2.56165	NA	NA	NA	NA
THEMIS2	9473	1.35229	0.614036	0.745183	1.50901	NA	NA	NA	NA
THG1L	54974	9.09358	8.82949	9.53017	12.2454	NA	NA	NA	NA
THNSL1	79896	2.51377	1.46313	1.38767	2.3428	NA	NA	NA	NA
THNSL2	55258	1.85679	3.06253	3.57952	1.22582	NA	NA	NA	NA
THOC1	9984	32.0156	43.7266	50.5202	36.9718	cerebral-cortex	glial-cells	Medium	Enhanced
THOC2	57187	47.0597	53.0116	51.7874	49.6717	cerebral-cortex	glial-cells	High	Supported
THOC3	84321	9.40386	14.2297	17.6441	8.02521	cerebral-cortex	glial-cells	Low	Approved
THOC5	8563	30.9708	42.7392	49.0667	44.9557	NA	NA	NA	NA
THOC6	79228	6.56427	8.26378	8.33893	5.53999	NA	NA	NA	NA
