SYMBOL	ENTREZID	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
SETMAR	6419	3.82713	4.23178	3.07559	3.22404	5.11336	4.93953	NA	NA	NA	NA
SETP14	389168	4.67311	4.69541	3.80045	3.10219	4.51128	5.95899	NA	NA	NA	NA
SETP20	389217	0.301493	0	0.15287	0.165636	0.0904239	0.196841	NA	NA	NA	NA
SETSIP	646817	1.57498	2.01816	1.42177	1.70018	2.34941	1.46475	cerebral-cortex	glial-cells	Medium	Approved
SETX	23064	8.70299	8.5463	11.1637	12.0352	10.4402	10.2805	NA	NA	NA	NA
SEZ6L2	26470	15.9596	15.7615	14.5594	16.2932	14.1431	15.471	cerebral-cortex	glial-cells	Medium	Enhanced
SF1	7536	118.733	119.853	124.485	126.669	123.759	118.656	cerebral-cortex	glial-cells	High	Supported
SF3A1	10291	73.9121	70.7778	76.8718	69.4176	69.1378	71.384	cerebral-cortex	glial-cells	High	Enhanced
SF3A2	8175	26.773	25.056	27.6584	25.4169	32.5842	29.8606	cerebral-cortex	glial-cells	Medium	Enhanced
SF3A3	10946	64.6402	72.6322	62.5385	65.1634	68.5154	65.0875	cerebral-cortex	glial-cells	High	Supported
SF3A3P1	170548	1.09855	1.11738	1.16701	1.18291	0.507422	0.92881	NA	NA	NA	NA
SF3A3P2	449645	1.4597	1.34725	1.62156	1.15577	1.55491	1.34894	NA	NA	NA	NA
SF3B1	23451	268.808	267.615	258.098	260.056	247.007	263.831	cerebral-cortex	glial-cells	Low	Approved
SF3B2	10992	110.487	123.459	106.299	102.321	113.482	116.512	cerebral-cortex	glial-cells	High	Supported
SF3B3	23450	118.994	138.91	103.976	94.6404	110.646	119.051	cerebral-cortex	glial-cells	Medium	Supported
SF3B5	83443	116.243	114.461	114.991	114.474	104.996	108.546	cerebral-cortex	glial-cells	Low	Approved
SFI1	9814	8.50804	7.7872	9.86264	8.08582	8.83334	6.97295	NA	NA	NA	NA
SFMBT1	51460	0.541427	0.411946	0.503817	0.465822	0.395865	0.689643	NA	NA	NA	NA
SFMBT2	57713	0.355824	0.335953	0.644517	0.440473	0.188866	0.107852	NA	NA	NA	NA
SFPQ	6421	150.683	150.679	126.528	123.008	139.515	144.911	cerebral-cortex	glial-cells	High	Enhanced
SFR1	119392	0.937509	0.90012	1.51402	1.83157	1.66524	1.25352	NA	NA	NA	NA
SFRP1	6422	19.6588	17.0755	4.79608	4.82516	6.17269	6.49028	NA	NA	NA	NA
SFRP2	6423	0.367455	0.115969	0.397294	1.27573	0.192876	0.157438	NA	NA	NA	NA
SFRP4	6424	0.375709	0.517032	0.207719	0.140052	0.136125	0.185305	NA	NA	NA	NA
SFSWAP	6433	14.4148	16.9504	16.7728	16.6953	15.3978	14.782	cerebral-cortex	glial-cells	Medium	Approved
SFT2D1	113402	34.4828	38.3651	31.06	30.1585	32.4092	30.5891	cerebral-cortex	glial-cells	Medium	Approved
SFT2D2	375035	4.31225	4.75197	5.92666	4.84055	3.9079	4.5926	NA	NA	NA	NA
SFTA1P	207107	52.6477	53.3337	23.8532	21.6366	35.9689	35.0965	NA	NA	NA	NA
SFXN1	94081	83.48	88.1323	68.1958	62.2169	68.2006	73.8847	NA	NA	NA	NA
SFXN2	118980	1.28453	1.10159	0.844228	0.565247	2.00249	1.86201	NA	NA	NA	NA
SFXN3	81855	60.0487	56.6799	49.4667	49.4863	61.4156	55.7438	cerebral-cortex	glial-cells	Low	Approved
SFXN4	119559	11.0849	17.433	8.48359	9.43228	10.6943	12.9081	cerebral-cortex	glial-cells	Low	Approved
SFXN5	94097	5.78808	5.76611	6.35123	5.3828	5.83265	6.08092	cerebral-cortex	glial-cells	Low	Approved
SGCA	6442	0.80264	1.56195	1.55918	2.15893	1.16372	0.611477	NA	NA	NA	NA
SGCB	6443	41.5997	43.7581	38.1409	40.7884	42.73	45.5474	NA	NA	NA	NA
SGCD	6444	3.64939	3.38213	1.09527	1.06593	1.89915	2.29225	NA	NA	NA	NA
SGCE	8910	42.945	38.038	17.545	16.302	42.7153	49.0938	NA	NA	NA	NA
SGCG	6445	0.118206	0.170566	0.218372	0.303129	0.165456	0	NA	NA	NA	NA
SGIP1	84251	22.8922	23.887	19.2125	16.5577	35.3316	34.314	cerebral-cortex	glial-cells	Low	Approved
SGK1	6446	125.183	133.041	250.675	266.567	102.139	94.5219	cerebral-cortex	glial-cells	Medium	Approved
SGK3	23678	5.76376	6.64578	4.90202	4.1565	3.94137	3.49612	NA	NA	NA	NA
SGMS1	259230	19.2542	18.5399	11.8119	12.4111	15.7258	15.3649	cerebral-cortex	glial-cells	Low	Approved
SGMS2	166929	29.0069	28.5111	27.3604	30.9668	25.0845	23.0714	cerebral-cortex	glial-cells	Low	Supported
SGPL1	8879	9.84529	8.25944	10.6165	12.4879	10.0396	9.98598	cerebral-cortex	glial-cells	Low	Enhanced
SGPP1	81537	6.56887	5.63564	5.71402	6.57246	5.90281	5.14764	NA	NA	NA	NA
SGPP2	130367	0.250371	0.261241	0.337263	0.424111	0.319165	0.194113	NA	NA	NA	NA
SGSH	6448	25.0419	25.0346	26.2405	22.8158	31.0875	26.5775	NA	NA	NA	NA
SGSM2	9905	18.1589	21.9696	19.6294	24.5107	18.0751	22.1215	cerebral-cortex	glial-cells	Medium	Approved
SGSM3	27352	56.6193	53.9725	75.4703	80.2048	60.7732	55.9129	NA	NA	NA	NA
SGTA	6449	33.8678	29.711	31.5478	34.8102	32.328	30.7861	cerebral-cortex	glial-cells	Medium	Approved
SGTB	54557	14.6564	14.1503	15.8731	15.4306	16.69	15.9061	cerebral-cortex	glial-cells	Low	Enhanced
SH2B1	25970	18.1749	23.4342	19.6283	21.0861	21.2903	20.8725	NA	NA	NA	NA
SH2B3	10019	25.3242	23.4208	26.1177	23.5055	21.4254	20.2267	cerebral-cortex	glial-cells	High	Approved
SH2D2A	9047	0.112528	0.182691	0.211607	0.270362	0.156	0.14688	NA	NA	NA	NA
SH2D3A	10045	0.30636	0.0973414	0.37539	0.279653	0.197931	0.3014	NA	NA	NA	NA
SH2D3C	10044	1.78537	1.98763	0.659187	1.20238	1.48258	1.62621	NA	NA	NA	NA
SH2D4A	63898	14.0875	12.4162	6.92303	6.31836	9.12186	10.6084	cerebral-cortex	glial-cells	Medium	Enhanced
SH2D5	400745	6.2977	6.72937	5.06596	5.74676	3.88071	4.11125	NA	NA	NA	NA
SH2D6	284948	0.0404595	0.0854845	0	0.249019	0.228713	0.173922	NA	NA	NA	NA
SH3BGR	6450	4.96568	7.98142	12.2739	6.38724	5.64479	8.8635	NA	NA	NA	NA
SH3BGRL	6451	108.423	103.647	86.5061	86.2459	88.8554	100.701	cerebral-cortex	glial-cells	Low	Approved
SH3BGRL2	83699	0.63652	0.756948	2.39119	3.1911	0.899795	1.13049	NA	NA	NA	NA
SH3BGRL3	83442	610.689	643.202	571.945	550.379	544.733	574.843	NA	NA	NA	NA
SH3BP1	23616	11.4692	11.522	12.0733	9.53255	13.3448	10.0412	cerebral-cortex	glial-cells	Medium	Supported
SH3BP2	6452	15.181	20.1229	23.416	20.9301	23.2196	19.6552	cerebral-cortex	glial-cells	Low	Approved
SH3BP4	23677	61.0735	56.9477	41.5525	46.8156	41.7631	44.8701	NA	NA	NA	NA
SH3BP5	9467	21.6474	23.5417	31.797	35.9081	17.6284	16.7473	NA	NA	NA	NA
SH3BP5-AS1	100505696	2.6755	3.32525	5.15787	4.06195	5.4538	5.27644	NA	NA	NA	NA
SH3BP5L	80851	28.7251	28.3127	34.948	37.1119	22.0616	19.5799	NA	NA	NA	NA
SH3D19	152503	12.406	13.1442	17.2285	15.3904	17.3882	15.9157	NA	NA	NA	NA
SH3D21	79729	4.83395	6.3272	9.23012	8.3472	5.0946	5.8101	cerebral-cortex	glial-cells	Medium	Approved
SH3GL1	6455	67.0617	71.0423	75.2353	82.1263	75.9469	68.6855	cerebral-cortex	glial-cells	Low	Approved
SH3GL1P1	6458	0.351251	0.139805	0.177644	0.379535	0.513047	0.373375	NA	NA	NA	NA
SH3GLB1	51100	95.9899	100.134	117.07	121.619	94.1278	95.674	NA	NA	NA	NA
SH3GLB2	56904	24.173	23.2266	27.2693	27.4581	23.8986	21.965	NA	NA	NA	NA
SH3KBP1	30011	56.3294	51.7445	41.8506	44.9135	35.653	43.6525	cerebral-cortex	glial-cells	Low	Enhanced
SH3PXD2A	9644	21.155	19.9864	22.8125	23.8839	25.558	25.8128	NA	NA	NA	NA
SH3PXD2B	285590	26.2263	32.282	47.9088	49.5826	43.8429	38.5557	cerebral-cortex	glial-cells	Medium	Approved
SH3RF1	57630	28.2744	27.0982	20.6058	19.7509	19.1965	20.1987	cerebral-cortex	glial-cells	Medium	Approved
SH3RF2	153769	9.93585	11.1283	37.2091	36.6512	13.6632	11.736	NA	NA	NA	NA
SH3RF3	344558	9.51032	10.2065	6.76979	6.76833	8.90929	7.78346	cerebral-cortex	glial-cells	Medium	Approved
SH3RF3-AS1	100287216	1.85832	2.01082	1.36768	1.53688	1.36348	1.07303	NA	NA	NA	NA
SH3TC1	54436	0.87351	2.11538	1.45724	1.99211	1.46739	1.37452	NA	NA	NA	NA
SH3TC2	79628	1.54214	1.34925	2.50196	3.07718	2.35559	2.39775	NA	NA	NA	NA
SH3YL1	26751	13.433	14.1243	16.8961	14.6548	19.2389	15.6771	NA	NA	NA	NA
SHANK1	50944	8.52662	8.3568	11.5085	10.0706	4.01344	3.89213	NA	NA	NA	NA
SHANK3	85358	1.95398	1.74224	2.02069	1.94991	1.66485	1.4791	NA	NA	NA	NA
SHARPIN	81858	40.779	42.6343	47.3281	47.8171	44.6534	42.4031	NA	NA	NA	NA
SHB	6461	22.7021	23.5313	20.4281	21.7115	18.6952	17.8481	NA	NA	NA	NA
SHBG	6462	0.718163	1.49297	1.06524	0.999912	1.52136	0.771913	NA	NA	NA	NA
SHC1	6464	425.862	425.176	506.565	499.061	400.428	397.999	NA	NA	NA	NA
SHC1P2	6466	0.198987	0.167468	0.287074	0.396791	0.278522	0.101045	NA	NA	NA	NA
SHC2	25759	1.50997	2.32424	3.13071	3.62669	2.92647	2.46406	cerebral-cortex	glial-cells	Low	Approved
SHC3	53358	5.61173	6.29929	8.23639	7.24681	5.93202	6.03326	NA	NA	NA	NA
SHC4	399694	10.896	8.08731	6.355	5.92588	2.41837	3.41541	NA	NA	NA	NA
SHCBP1	79801	3.54528	3.61718	1.1526	1.03493	4.79239	6.19649	NA	NA	NA	NA
SHF	90525	1.54002	1.40036	1.80222	1.62143	1.27464	1.80725	NA	NA	NA	NA
SHISA2	387914	11.734	10.8716	2.87098	3.50027	5.66668	5.02297	NA	NA	NA	NA
SHISA3	152573	0.411797	0.479866	0.186823	0.182728	0.116389	0.162865	NA	NA	NA	NA
SHISA4	149345	31.2742	33.1305	30.4833	27.3593	34.3731	29.3463	NA	NA	NA	NA
SHISA5	51246	133.062	140.01	135.84	134.184	134.018	131.972	cerebral-cortex	glial-cells	Low	Approved
SHKBP1	92799	73.3463	86.1677	52.6989	54.823	70.4726	51.5962	NA	NA	NA	NA
SHMT1	6470	1.23836	1.35519	0.646111	0.479801	1.9767	2.25322	NA	NA	NA	NA
SHMT2	6472	88.8891	91.1066	94.6612	80.9288	110.09	105.104	cerebral-cortex	glial-cells	Low	Enhanced
SHOC2	8036	46.1333	44.5622	35.8172	38.0277	38.5565	42.3592	NA	NA	NA	NA
SHOX2	6474	1.26343	1.29939	4.28305	4.34388	1.1864	1.12836	NA	NA	NA	NA
SHPRH	257218	1.60469	1.79903	1.58399	1.8974	2.45508	1.99263	cerebral-cortex	glial-cells	Medium	Approved
SHQ1	55164	10.6452	10.5365	9.43806	7.98984	10.2856	10.9268	NA	NA	NA	NA
SHROOM1	134549	4.07399	5.42499	3.19664	1.79751	2.47807	3.7756	NA	NA	NA	NA
SHROOM2	357	5.69022	5.88849	4.05637	3.99859	4.01191	4.39881	cerebral-cortex	glial-cells	Medium	Approved
SHROOM3	57619	8.17918	6.66702	12.1206	16.6546	4.57618	5.47437	NA	NA	NA	NA
SIAE	54414	7.57935	7.65108	8.94378	9.67717	8.09205	9.0981	cerebral-cortex	glial-cells	Low	Approved
SIAH1	6477	6.42764	7.55735	9.72317	7.30409	6.20641	6.17561	cerebral-cortex	glial-cells	High	Enhanced
SIAH2	6478	23.6053	29.5505	26.9606	26.3272	21.7653	22.0565	NA	NA	NA	NA
SIDT2	51092	29.5673	27.7008	46.2664	50.8577	34.9163	30.794	NA	NA	NA	NA
SIGIRR	59307	9.35536	9.93324	7.7139	7.4063	13.0335	13.8964	cerebral-cortex	glial-cells	Low	Approved
SIGLEC15	284266	2.23691	2.00835	2.97035	2.31871	1.73046	2.01768	NA	NA	NA	NA
SIGMAR1	10280	68.3278	70.7898	61.9537	61.5559	62.609	59.128	cerebral-cortex	glial-cells	Low	Approved
SIK1	150094	2.77403	3.17629	5.03771	5.70032	2.71031	2.4069	cerebral-cortex	glial-cells	High	Approved
SIK2	23235	5.71881	5.10234	4.89272	4.95227	7.16155	5.16451	cerebral-cortex	glial-cells	Low	Approved
SIK3	23387	10.4476	9.24804	8.76076	11.3571	9.6996	8.91807	cerebral-cortex	glial-cells	High	Enhanced
SIKE1	80143	27.4726	36.6276	25.2191	32.0436	31.0981	34.9682	cerebral-cortex	glial-cells	Low	Supported
SIL1	64374	159.376	168.872	155.273	146.928	128.971	121.88	cerebral-cortex	glial-cells	Low	Enhanced
SIM2	6493	7.98422	9.57719	21.1363	19.4567	13.1541	14.1628	cerebral-cortex	glial-cells	High	Approved
SIMC1	375484	1.47892	1.73387	1.29061	1.50173	3.295	2.04296	NA	NA	NA	NA
SIN3A	25942	6.87868	7.94382	7.45039	7.34169	7.05639	6.97149	NA	NA	NA	NA
SIN3B	23309	24.1678	24.5699	29.0381	27.3931	24.9854	22.3503	NA	NA	NA	NA
SIPA1	6494	12.9096	11.4078	12.3452	11.7056	15.1048	17.7073	NA	NA	NA	NA
SIPA1L1	26037	34.4519	38.4781	30.9678	32.3152	38.0128	31.9347	cerebral-cortex	glial-cells	Low	Approved
SIPA1L2	57568	2.147	2.00093	0.9563	2.35959	0.678435	0.561772	cerebral-cortex	glial-cells	Low	Approved
SIPA1L3	23094	36.8203	42.1245	35.3925	60.6844	42.8745	23.5222	NA	NA	NA	NA
SIRPA	140885	14.8606	15.1986	33.2194	36.4366	21.6115	20.5084	NA	NA	NA	NA
SIRPAP1	23755	0.678972	0.715835	0.689651	0.675687	0.772382	0.775771	NA	NA	NA	NA
SIRPB1	10326	0.539734	0.333903	0.982033	0.793447	0.391395	0.434915	NA	NA	NA	NA
SIRT1	23411	4.50046	4.91551	3.65082	4.20285	4.84769	5.71448	NA	NA	NA	NA
SIRT2	22933	27.6346	26.2804	31.7618	30.0221	25.0984	26.8104	NA	NA	NA	NA
SIRT3	23410	9.87005	8.28064	8.42784	10.633	7.83123	9.83531	cerebral-cortex	glial-cells	Medium	Approved
SIRT4	23409	0.446399	1.56603	1.08708	1.07667	1.37873	0.752918	NA	NA	NA	NA
SIRT5	23408	3.56822	3.31104	3.99944	4.18527	4.25336	4.1098	cerebral-cortex	glial-cells	Low	Approved
SIRT6	51548	13.5179	13.1981	17.6902	14.6089	14.2747	11.1175	cerebral-cortex	glial-cells	Medium	Supported
SIRT7	51547	10.9501	10.4045	10.3499	11.4693	11.4883	11.8154	cerebral-cortex	glial-cells	Medium	Approved
SIVA1	10572	42.2202	39.7814	38.5902	47.2379	41.9316	39.7769	NA	NA	NA	NA
SIX1	6495	66.6355	68.5179	51.5117	35.4058	63.1598	59.3824	NA	NA	NA	NA
SIX2	10736	6.82652	7.17481	0.478422	0.627625	0.895808	1.13478	NA	NA	NA	NA
SIX4	51804	6.57958	7.42941	7.77137	6.67646	7.02845	7.83388	NA	NA	NA	NA
SIX5	147912	2.915	3.48416	4.2141	3.19709	4.82678	4.77614	NA	NA	NA	NA
SKA2	348235	55.5099	47.3295	58.9789	38.97	41.4191	41.1868	NA	NA	NA	NA
SKA2P1	729012	2.67035	2.40791	1.06543	2.8526	1.71256	2.20351	NA	NA	NA	NA
SKA3	221150	1.20392	1.17344	0.272504	0.404448	2.20775	2.48475	NA	NA	NA	NA
SKAP2	8935	1.83852	3.46436	3.7677	3.46192	2.63506	3.02506	cerebral-cortex	glial-cells	Low	Enhanced
SKI	6497	31.5238	24.5594	32.5627	26.5445	32.0636	22.0019	cerebral-cortex	glial-cells	Medium	Approved
SKIDA1	387640	0.36602	0.0369418	0.0911271	0.194552	0.250732	0.349076	NA	NA	NA	NA
SKIL	6498	14.01	14.5003	22.2927	22.134	23.9811	22.9647	NA	NA	NA	NA
SKP1	6500	391.693	399.654	381.187	392.412	324.734	356.775	cerebral-cortex	glial-cells	High	Approved
SKP1P1	6922	37.2038	39.8353	40.8029	35.4564	35.8793	38.8351	NA	NA	NA	NA
SKP2	6502	13.4288	12.8689	21.8383	18.6938	19.8144	19.0752	NA	NA	NA	NA
SLA	6503	0.0941508	0.00934471	0.053269	0.173445	0.0543972	0.146456	NA	NA	NA	NA
SLAIN2	57606	72.9714	70.3221	81.4872	82.2982	63.7818	71.7402	NA	NA	NA	NA
SLAMF7	57823	0.457162	0.55132	0.71802	0.921709	0.0826213	0	NA	NA	NA	NA
SLAMF8	56833	0.217504	0.111803	2.51839	2.35999	0.548543	0.32097	NA	NA	NA	NA
SLAMF9	89886	0.129809	0.0936408	0.255971	0.145899	0.242692	0.194168	NA	NA	NA	NA
SLBP	7884	34.6724	39.3516	36.4676	37.06	38.8933	45.1022	cerebral-cortex	glial-cells	Low	Supported
SLC10A5	347051	0.189493	0.153782	0.167566	0.24291	0.124331	0.162379	NA	NA	NA	NA
SLC10A7	84068	3.2421	5.71684	6.68418	7.36865	4.9298	8.32335	NA	NA	NA	NA
SLC11A2	4891	13.0001	13.4212	22.2897	16.961	16.2027	15.5559	NA	NA	NA	NA
SLC12A2	6558	7.47724	7.45564	5.23135	5.9281	7.88238	7.64292	cerebral-cortex	glial-cells	Low	Approved
SLC12A4	6560	123.976	113.872	109.722	110.344	74.4294	82.4087	NA	NA	NA	NA
SLC12A5	57468	2.5612	2.52754	7.00296	8.71891	5.12888	5.539	NA	NA	NA	NA
SLC12A6	9990	8.45869	7.96809	5.32015	4.41952	5.93344	5.88488	NA	NA	NA	NA
SLC12A7	10723	0.219942	0.254513	0.450017	0.505816	1.8968	1.75194	cerebral-cortex	glial-cells	Medium	Approved
SLC12A8	84561	3.54106	4.47201	4.03225	3.44434	2.99541	3.26571	NA	NA	NA	NA
SLC12A9	56996	14.793	13.1967	15.1716	13.9855	14.2035	13.7848	cerebral-cortex	glial-cells	Low	Approved
SLC13A3	64849	0.9855	1.28668	3.51884	2.16064	1.40755	2.15579	NA	NA	NA	NA
SLC13A4	26266	0.125261	0.409745	0.177011	0.239028	0.145086	0.28283	NA	NA	NA	NA
SLC14A1	6563	8.51989	10.9679	1.12481	0.620974	0.723032	1.12284	NA	NA	NA	NA
SLC15A2	6565	0.314492	0.971451	0.602253	0.938978	0.329239	0.707753	NA	NA	NA	NA
SLC15A3	51296	0.833097	1.38687	0.0699677	0.436605	1.08795	1.06127	NA	NA	NA	NA
SLC15A4	121260	15.9311	17.862	0.0260954	0.0163262	13.316	15.3244	cerebral-cortex	glial-cells	Medium	Approved
SLC16A1	6566	31.8806	34.6194	39.0556	39.4906	37.0585	42.3767	NA	NA	NA	NA
SLC16A1-AS1	100506392	1.25605	0.769774	1.3909	1.60901	2.16859	2.06456	NA	NA	NA	NA
SLC16A11	162515	0.122688	0.0835783	0.178912	0.15332	0.0405405	0.148893	NA	NA	NA	NA
SLC16A12	387700	0.543201	0.817308	1.01441	0.980096	0.279789	0.304519	NA	NA	NA	NA
SLC16A13	201232	0.670503	0.862788	0.791099	0.882745	0.818028	0.641854	NA	NA	NA	NA
SLC16A14	151473	0.394351	0.381417	0.222224	0.120096	0.179906	0.347524	NA	NA	NA	NA
SLC16A2	6567	14.6279	13.7392	16.6592	15.5191	16.5559	16.4981	NA	NA	NA	NA
SLC16A3	9123	211.393	231.887	170.295	176.324	270.482	249.694	cerebral-cortex	glial-cells	Low	Approved
SLC16A4	9122	7.69307	7.58656	5.1482	5.19818	6.27089	6.31925	NA	NA	NA	NA
SLC16A5	9121	1.98013	2.20707	1.23204	1.45609	2.10535	1.62832	NA	NA	NA	NA
SLC16A6P1	440459	0.166071	0.107811	0.23553	0.17031	0.244078	0.166397	NA	NA	NA	NA
SLC16A7	9194	1.24928	1.06016	0.916394	0.963626	1.73074	2.06293	NA	NA	NA	NA
SLC16A8	23539	0.227128	0.127463	0.196297	0.21972	0.303373	0.134008	NA	NA	NA	NA
SLC16A9	220963	0.111547	0.13201	0.157982	0.307019	0.00854187	0.0464848	NA	NA	NA	NA
SLC17A5	26503	22.7788	21.5869	24.1375	23.5725	17.7563	19.5621	NA	NA	NA	NA
SLC17A9	63910	9.63031	9.67949	2.50728	1.50136	6.9504	6.13011	NA	NA	NA	NA
SLC18A2	6571	1.35133	1.00527	0.479573	0.767705	0.604534	0.81584	NA	NA	NA	NA
SLC18B1	116843	2.28821	2.14007	2.80062	3.03597	2.15323	1.72689	cerebral-cortex	glial-cells	Medium	Approved
SLC19A1	6573	5.03589	6.76737	7.98786	5.22984	6.18816	5.86825	NA	NA	NA	NA
SLC19A2	10560	3.48183	3.33923	3.75127	4.27695	3.02768	2.64904	NA	NA	NA	NA
SLC1A1	6505	3.90379	4.02052	13.4137	15.605	13.3896	12.9782	cerebral-cortex	glial-cells	Medium	Approved
SLC1A3	6507	1.24152	1.31921	1.11094	1.59925	1.15239	0.743893	cerebral-cortex	glial-cells	Medium	Enhanced
SLC1A4	6509	31.7281	34.3375	21.2933	19.4287	33.8525	34.6943	NA	NA	NA	NA
SLC1A5	6510	133.45	147.506	128.895	120.986	163.182	157.717	NA	NA	NA	NA
SLC20A1	6574	149.867	152.811	261.543	262.361	170.721	164.27	cerebral-cortex	glial-cells	Medium	Approved
SLC20A2	6575	113.825	113.615	108.046	113.306	126.994	127.492	NA	NA	NA	NA
SLC22A1	6580	0.124081	1.41818	0.476153	2.86243	0.647228	0.513712	NA	NA	NA	NA
SLC22A14	9389	0.291405	0.226656	0.310156	0.249047	0.198247	0.253909	NA	NA	NA	NA
SLC22A15	55356	0.965127	1.71038	3.93413	5.2797	0.477404	0.41359	NA	NA	NA	NA
SLC22A17	51310	23.4167	23.6378	23.4682	19.8112	23.6231	24.6916	NA	NA	NA	NA
SLC22A18	5002	5.83544	7.83629	6.23557	7.5066	5.95766	5.45592	NA	NA	NA	NA
SLC22A18AS	5003	0.363306	0.0654404	0.211474	0.077527	0.131499	0.1384	NA	NA	NA	NA
SLC22A23	63027	2.39136	2.95447	3.21104	3.3965	1.92746	1.94419	cerebral-cortex	glial-cells	Medium	Approved
SLC22A31	146429	0.189248	0	0.414752	0.433874	0.323234	0.137578	NA	NA	NA	NA
SLC22A4	6583	4.34536	3.81322	5.20001	5.10693	4.79174	4.42235	NA	NA	NA	NA
SLC22A5	6584	1.7963	2.19638	3.98409	3.92931	3.54992	3.14927	NA	NA	NA	NA
SLC23A2	9962	8.71272	7.46516	7.70264	8.16779	6.70573	7.29512	NA	NA	NA	NA
SLC23A3	151295	1.63641	0.957477	3.26339	2.4888	3.02854	2.62091	NA	NA	NA	NA
SLC24A1	9187	3.21532	2.43637	3.09019	3.33926	2.71224	2.53099	NA	NA	NA	NA
SLC25A11	8402	35.4333	33.11	31.8728	29.4112	31.4011	29.1705	cerebral-cortex	glial-cells	Medium	Approved
SLC25A12	8604	10.4438	11.299	10.6131	9.48367	10.255	9.88097	cerebral-cortex	glial-cells	Medium	Enhanced
SLC25A13	10165	10.0992	6.15377	10.1361	5.92333	9.59382	9.28203	NA	NA	NA	NA
SLC25A14	9016	9.95518	11.1115	11.5783	11.9128	11.1588	12.4384	NA	NA	NA	NA
SLC25A14P1	100288343	0.0400548	0.0866835	0.094746	0.102692	0.168186	0.137294	NA	NA	NA	NA
SLC25A15	10166	4.84309	6.10048	5.14345	3.91913	4.46191	4.31735	NA	NA	NA	NA
SLC25A16	8034	12.5556	16.3369	29.2465	24.2246	19.4822	17.207	NA	NA	NA	NA
SLC25A17	10478	27.6301	25.6194	18.8803	17.9365	19.4002	22.931	NA	NA	NA	NA
SLC25A18	83733	0.246991	0.369757	0.35285	0.418605	0.295434	0.340526	NA	NA	NA	NA
SLC25A19	60386	7.78422	6.06193	7.71552	7.23949	5.77457	5.19927	NA	NA	NA	NA
SLC25A1P1	100131457	0.0772399	0.167157	0.228344	0.445561	0.243243	0.132376	NA	NA	NA	NA
SLC25A20	788	14.3158	15.1892	19.5058	23.3259	14.548	16.3048	NA	NA	NA	NA
SLC25A20P1	789	0.199703	0.129655	0.283424	0.511997	0.12578	0.182537	NA	NA	NA	NA
SLC25A21	89874	0.312615	0.751315	1.26659	0.622746	0.406161	1.18663	NA	NA	NA	NA
SLC25A21-AS1	100129794	0.129403	0.110253	0.213128	0.151696	0.214912	0.0576215	NA	NA	NA	NA
SLC25A22	79751	16.5534	20.8744	13.7956	16.5199	15.692	19.0944	cerebral-cortex	glial-cells	Low	Approved
SLC25A23	79085	19.1012	18.0962	17.8746	20.3234	16.6798	15.8572	NA	NA	NA	NA
SLC25A24	29957	17.1472	14.5966	14.2678	16.033	16.2432	16.5764	NA	NA	NA	NA
SLC25A25	114789	8.78512	7.97072	7.05209	6.14163	6.47536	9.72097	NA	NA	NA	NA
SLC25A26	115286	11.1994	14.4836	11.641	11.8144	10.0452	10.7604	cerebral-cortex	glial-cells	Medium	Supported
SLC25A27	9481	0.432352	0.801323	0.957448	1.3944	0.485151	0.388096	NA	NA	NA	NA
SLC25A28	81894	22.3082	22.6203	22.1402	21.3519	22.0158	21.7716	NA	NA	NA	NA
SLC25A29	123096	8.95502	7.15029	13.1962	12.5008	11.8557	8.56497	NA	NA	NA	NA
SLC25A3	5250	481.627	493.222	422.796	407.524	402.771	401.575	NA	NA	NA	NA
SLC25A30	253512	6.4239	5.6199	6.72182	7.13931	6.0428	6.86921	NA	NA	NA	NA
SLC25A32	81034	25.102	27.3563	20.5313	19.0206	23.2192	26.252	NA	NA	NA	NA
SLC25A33	84275	1.35059	1.37838	1.0581	1.27881	1.36953	1.28008	NA	NA	NA	NA
SLC25A34	284723	0.138799	0.210501	0.540701	0.470637	0.459091	0.395008	NA	NA	NA	NA
SLC25A35	399512	0.8031	1.17785	0.620109	0.91677	0.905677	1.83834	NA	NA	NA	NA
SLC25A36	55186	16.745	14.7047	19.8711	18.1283	18.5499	20.4138	NA	NA	NA	NA
SLC25A36P1	106480240	0	0.344915	0.253174	0	0.223034	0.364227	NA	NA	NA	NA
SLC25A37	51312	19.8147	19.3619	21.0916	16.8808	23.2562	23.779	NA	NA	NA	NA
SLC25A38	54977	14.8336	14.5042	12.9534	13.5555	15.4038	15.7149	cerebral-cortex	glial-cells	Medium	Approved
SLC25A38P1	441915	1.05803	1.39019	0.714875	1.16253	2.41964	0.99299	NA	NA	NA	NA
SLC25A39	51629	83.4043	74.9064	98.9586	102.624	78.7493	69.0387	NA	NA	NA	NA
SLC25A3P2	100128618	0.0825878	0.0893652	0.146538	0.21174	0.130042	0.235902	NA	NA	NA	NA
SLC25A4	291	22.2974	23.7448	24.6595	26.8849	21.4198	19.3088	cerebral-cortex	glial-cells	Low	Approved
SLC25A40	55972	3.43863	3.21628	3.1055	2.95652	4.66651	2.7133	NA	NA	NA	NA
