	Var1	Freq
5	HMR_7652	2
10	MI145PK	2
12	MI14P4P	2
14	MI1PP	2
27	PIPLC	2
29	PMI12346PHn	2
1	HMR_6549	1
2	HMR_6564	1
3	HMR_6580	1
4	HMR_6584	1
6	MI13456PK	1
7	MI1345PKc	1
8	MI1345PP	1
9	MI134PP	1
11	MI145PP	1
13	MI14PP	1
15	MI1PS	1
16	MI34PP	1
17	MI3PP	1
18	MI4PP	1
19	PI345P5P	1
20	PI34P5K	1
21	PI3P4K	1
22	PI3P5K	1
23	PI45P3K	1
24	PI4P3K	1
25	PI5P4K	1
26	PIK3	1
28	PMI12346PH	1
