subSystem	n.x	n.y	p.val	p.val.fdr
Glyoxylate and dicarboxylate metabolism	3	8	0.000356472419582439	0.00463414145457171
Methionine and cysteine metabolism	14	30	4.56676210515156e-17	1.18735814733941e-15
