	Var1	Freq
5	CYSTA	2
6	HMR_6515	2
7	MCLACCYSR	2
8	MCLOR	2
10	SFCYSc	2
1	3SALATAi	1
2	3SALATAim	1
3	3SPYRSP	1
4	3SPYRSPm	1
9	r0595	1
