SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
MGST1	4257	154.308	117.155	82.3826	89.0552	cerebral-cortex	glial-cells	Low	Enhanced
MGST2	4258	20.2401	18.6504	31.3726	31.096	NA	NA	NA	NA
MGST3	4259	152.073	141.64	201.138	176.441	NA	NA	NA	NA
MIA	8190	0.490685	0.268149	0.399663	0.720098	cerebral-cortex	glial-cells	Low	Approved
MIA3	375056	59.691	59.5051	43.5707	50.7362	cerebral-cortex	glial-cells	Medium	Supported
MIAT	440823	0.22202	0.371441	0.575062	0.314446	NA	NA	NA	NA
MIB1	57534	13.0819	14.0948	8.31283	13.4579	cerebral-cortex	glial-cells	Low	Approved
MIB2	142678	16.4732	27.4439	28.9642	27.2521	NA	NA	NA	NA
MICAL1	64780	26.4267	36.9213	28.469	26.4015	cerebral-cortex	glial-cells	Low	Approved
MICAL2	9645	395.29	415.888	573.065	517.325	cerebral-cortex	glial-cells	Low	Approved
MICAL3	57553	27.6098	31.6685	32.173	31.0447	NA	NA	NA	NA
MICALCL	84953	3.96228	3.95143	5.05123	5.21887	NA	NA	NA	NA
MICALL1	85377	30.2483	33.0255	43.183	36.8676	NA	NA	NA	NA
MICALL2	79778	10.4623	16.3029	9.57783	12.8822	NA	NA	NA	NA
MICU1	10367	34.8668	28.774	33.3032	30.7385	NA	NA	NA	NA
MICU2	221154	29.856	22.4058	27.1655	28.491	NA	NA	NA	NA
MICU3	286097	8.4498	8.69752	5.29686	8.95177	NA	NA	NA	NA
MID1	4281	4.20011	4.2509	3.14472	3.47009	cerebral-cortex	glial-cells	Medium	Approved
MID1IP1	58526	8.6236	9.56159	12.756	12.6202	NA	NA	NA	NA
MID1IP1-AS1	100874211	1.5041	2.08598	1.25018	1.61949	NA	NA	NA	NA
MID2	11043	3.84833	3.68258	3.25234	2.83497	NA	NA	NA	NA
MIDN	90007	18.7394	21.4083	22.3094	20.2798	NA	NA	NA	NA
MIEF1	54471	10.6081	11.9386	13.2419	11.5737	NA	NA	NA	NA
MIEF2	125170	3.95258	5.6956	6.31396	6.13348	NA	NA	NA	NA
MIEN1	84299	48.8957	50.8391	55.8936	48.3353	NA	NA	NA	NA
MIER1	57708	11.0641	9.5238	9.15343	12.5747	NA	NA	NA	NA
MIER2	54531	13.612	15.1898	16.3852	14.2721	NA	NA	NA	NA
MIER3	166968	12.1297	13.7563	7.85323	8.56762	NA	NA	NA	NA
MIF	4282	694.378	710.714	642.745	496.133	cerebral-cortex	glial-cells	Low	Approved
MIF4GD	57409	5.27812	6.35173	9.4546	7.79504	NA	NA	NA	NA
MIIP	60672	8.61866	10.2138	12.4973	9.51042	NA	NA	NA	NA
MINK1	50488	26.4586	35.6172	37.4668	31.9446	NA	NA	NA	NA
MINPP1	9562	18.0793	17.333	17.083	17.3943	cerebral-cortex	glial-cells	Low	Approved
MIOS	54468	7.42184	6.5183	5.35959	8.53748	NA	NA	NA	NA
MIOX	55586	0.18747	0.14092	0.440632	0.690808	NA	NA	NA	NA
MIPEP	4285	5.01893	4.92627	4.86474	5.96096	cerebral-cortex	glial-cells	Low	Approved
MIPEPP3	650794	1.88604	1.37789	1.5199	1.93774	NA	NA	NA	NA
MIPOL1	145282	3.63114	2.91024	3.02368	3.11753	NA	NA	NA	NA
MIR1307	100302174	3.17456	6.91866	5.784	10.2126	NA	NA	NA	NA
MIR137HG	400765	2.93164	1.53266	9.26642	31.7551	NA	NA	NA	NA
MIR143	406935	35.0688	38.7829	10.5041	18.9275	NA	NA	NA	NA
MIR145	406937	37.5879	40.5409	20.7574	25.021	NA	NA	NA	NA
MIR146A	406938	0.190301	0.160344	0.106219	0.0797493	NA	NA	NA	NA
MIR147B	100126311	17.6613	0	0	0	NA	NA	NA	NA
MIR1539	100302257	0	0.177059	0.0976797	0.0880094	NA	NA	NA	NA
MIR155HG	114614	0.39554	0.168492	0.212596	0.0478851	NA	NA	NA	NA
MIR17HG	407975	0.364584	0.176616	0.0421819	0.134565	NA	NA	NA	NA
MIR181A1HG	100131234	0.0421755	0.092371	0.102004	0.252052	NA	NA	NA	NA
MIR181A2HG	100379345	3.66872	2.55757	4.43625	4.50557	NA	NA	NA	NA
MIR193A	406968	16.4252	18.2542	0	0	NA	NA	NA	NA
MIR199A2	406977	46.3979	42.7298	0	8.35369	NA	NA	NA	NA
MIR210HG	100506211	15.358	15.1335	10.1043	7.67858	NA	NA	NA	NA
MIR214	406996	139.194	102.547	27.816	41.7685	NA	NA	NA	NA
MIR22HG	84981	62.9486	72.7565	77.0477	78.888	NA	NA	NA	NA
MIR24-2	407013	42.935	14.7496	9.52479	9.47578	NA	NA	NA	NA
MIR296	407022	0.313004	0.685805	0.756956	0.596737	NA	NA	NA	NA
MIR302B	442894	0.191375	0.425046	0	1.24616	NA	NA	NA	NA
MIR31HG	554202	2.09778	2.34341	3.49972	1.00497	NA	NA	NA	NA
MIR324	442898	60.0265	0	0	21.4492	NA	NA	NA	NA
MIR3605	100500853	53.3815	23.6459	25.5494	0	NA	NA	NA	NA
MIR3654	100500804	1.68083	2.1717	1.02207	3.16752	NA	NA	NA	NA
MIR3911	100500872	15.9524	17.6315	9.5649	0	NA	NA	NA	NA
MIR3918	100500851	46.7537	0	21.9747	36.0793	NA	NA	NA	NA
MIR4426	100616345	60.9389	59.2626	51.3651	52.9792	NA	NA	NA	NA
MIR4453	100616193	0.846431	0.734459	0.677963	0.562873	NA	NA	NA	NA
MIR4458HG	100505738	3.10943	3.65259	22.3213	4.01071	NA	NA	NA	NA
MIR4653	100616117	19.999	0	0	0	NA	NA	NA	NA
MIR4800	100616358	198.867	66.2618	0	135.572	NA	NA	NA	NA
MIR492	574449	0	7.12759	0	6.98181	NA	NA	NA	NA
MIR5010	100847046	5.75315	0	0	6.22445	NA	NA	NA	NA
MIR503HG	84848	14.2557	17.4211	16.225	14.636	NA	NA	NA	NA
MIR600HG	81571	0.157383	0.119216	0.187845	0.205692	NA	NA	NA	NA
MIR621	693206	183.794	149.414	117.171	92.3706	NA	NA	NA	NA
MIR637	693222	7.74692	5.02351	60.4355	19.5393	NA	NA	NA	NA
MIR641	693226	11.0448	48.9405	52.8496	11.9142	NA	NA	NA	NA
MIR647	693232	24.5058	0	14.6464	26.3916	NA	NA	NA	NA
MIR671	768213	50.2245	45.8302	170.081	19.4924	NA	NA	NA	NA
MIR922	100126321	52.4793	7.25239	0	22.1048	NA	NA	NA	NA
MIR940	100126328	3.10939	4.76481	1.474	14.6073	NA	NA	NA	NA
MIRLET7D	406886	51.2078	0	40.6936	36.6633	NA	NA	NA	NA
MIRLET7I	406891	55.3766	20.5375	0	0	NA	NA	NA	NA
MIS12	79003	13.0248	8.4863	8.34187	10.6768	cerebral-cortex	glial-cells	Medium	Approved
MIS18A	54069	2.79679	2.49984	2.02936	2.02339	NA	NA	NA	NA
MIS18A-AS1	100874202	0.216537	0.0593029	0	0.117958	NA	NA	NA	NA
MIS18BP1	55320	6.07098	4.95776	1.67851	4.98364	cerebral-cortex	glial-cells	Medium	Approved
MITD1	129531	15.231	13.6588	11.7662	16.3862	cerebral-cortex	glial-cells	Medium	Approved
MITF	4286	1.55374	1.98339	1.33442	1.31784	NA	NA	NA	NA
MKI67	4288	2.09278	2.31944	1.09537	1.13839	NA	NA	NA	NA
MKKS	8195	22.6013	18.9247	19.6961	19.0233	cerebral-cortex	glial-cells	High	Enhanced
MKLN1	4289	14.9286	15.5391	11.2123	11.633	cerebral-cortex	glial-cells	Low	Approved
MKLN1-AS	100506881	2.30885	1.5036	2.96735	2.23165	NA	NA	NA	NA
MKNK1	8569	18.6965	23.4318	17.6013	19.5687	cerebral-cortex	glial-cells	Medium	Approved
MKNK2	2872	21.9213	24.0374	30.2193	23.3486	cerebral-cortex	glial-cells	Medium	Supported
MKRN1	23608	50.5012	52.8219	59.4183	47.988	NA	NA	NA	NA
MKRN2	23609	25.8179	26.8705	28.2168	26.5118	NA	NA	NA	NA
MKRN3	7681	0.681573	1.79777	0.487951	0.897994	NA	NA	NA	NA
MKRN9P	400058	0.393507	0.8082	0.654334	0.616325	NA	NA	NA	NA
MKS1	54903	5.15241	7.58961	6.36829	5.73568	NA	NA	NA	NA
MKX	283078	0.15334	0.126055	0.0928055	0.0292337	NA	NA	NA	NA
MLANA	2315	0.123679	0.675561	0.0839581	0.270415	NA	NA	NA	NA
MLEC	9761	97.7244	92.2702	89.154	75.2132	NA	NA	NA	NA
MLF1	4291	14.0098	10.6333	9.80042	12.5601	NA	NA	NA	NA
MLF2	8079	227.721	226.937	229.039	195.901	cerebral-cortex	glial-cells	Medium	Enhanced
MLH1	4292	35.8839	31.8995	35.8972	30.3627	cerebral-cortex	glial-cells	Medium	Supported
MLH3	27030	5.53859	3.83224	3.80978	5.43185	NA	NA	NA	NA
MLKL	197259	2.90778	3.24373	5.07862	4.68766	NA	NA	NA	NA
MLLT1	4298	8.96371	10.2153	11.7553	11.5679	cerebral-cortex	glial-cells	Medium	Approved
MLLT10	8028	8.00508	12.4013	8.2161	9.97469	NA	NA	NA	NA
MLLT11	10962	47.07	45.5104	53.7061	54.7345	NA	NA	NA	NA
MLLT3	4300	12.1651	9.50715	7.11555	8.14784	cerebral-cortex	glial-cells	Low	Approved
MLLT6	4302	8.09618	9.19912	12.2029	9.22843	cerebral-cortex	glial-cells	Medium	Approved
MLPH	79083	20.4161	25.6093	29.9245	23.645	NA	NA	NA	NA
MLST8	64223	23.1875	25.8057	20.6254	17.6429	cerebral-cortex	glial-cells	Medium	Approved
MLX	6945	28.6519	31.4606	29.8021	26.4418	cerebral-cortex	glial-cells	Medium	Approved
MLXIP	22877	10.8026	12.7199	21.9284	23.1523	NA	NA	NA	NA
MLYCD	23417	3.06933	4.02649	3.8666	3.75255	NA	NA	NA	NA
MMAA	166785	5.99536	4.37656	4.2019	4.59115	cerebral-cortex	glial-cells	Low	Approved
MMAB	326625	16.2571	14.4832	15.9427	16.7485	cerebral-cortex	glial-cells	Medium	Approved
MMACHC	25974	1.66052	1.35654	1.64188	1.24099	NA	NA	NA	NA
MMADHC	27249	88.3556	79.5226	80.3738	78.951	cerebral-cortex	glial-cells	High	Supported
MMD	23531	1.95887	2.16965	1.55508	2.09607	NA	NA	NA	NA
MME	4311	2.00139	2.50523	1.38691	1.77748	NA	NA	NA	NA
MME-AS1	100873918	0.541951	0	0.274296	0.111924	NA	NA	NA	NA
MMP1	4312	1.51187	0.761401	1.36603	0.738443	NA	NA	NA	NA
MMP10	4319	0.0394893	0.108136	0.0955104	0.0645383	NA	NA	NA	NA
MMP11	4320	21.2483	25.7765	13.5923	15.1707	NA	NA	NA	NA
MMP14	4323	320.744	377.912	413.139	374.281	NA	NA	NA	NA
MMP15	4324	1.10842	1.06441	3.19515	2.48164	NA	NA	NA	NA
MMP16	4325	18.441	18.5926	11.5877	19.0051	NA	NA	NA	NA
MMP17	4326	2.74001	3.98732	10.0783	8.87972	NA	NA	NA	NA
MMP19	4327	16.954	13.7606	9.41293	9.74745	NA	NA	NA	NA
MMP2	4313	571.46	604.015	663.04	558.089	NA	NA	NA	NA
MMP23B	8510	0	0	0.245223	0.196217	NA	NA	NA	NA
MMP24	10893	1.03485	1.88409	1.68037	1.41976	NA	NA	NA	NA
MMP25	64386	0.16661	0.500028	0.193535	0.293291	NA	NA	NA	NA
MMP7	4316	0.0665463	0.116372	0.160949	0.217511	NA	NA	NA	NA
MMP8	4317	0.246856	0.168623	0.296752	0.116285	NA	NA	NA	NA
MMP9	4318	0.266717	0.404179	0.0696519	0.0627535	NA	NA	NA	NA
MMRN2	79812	0.520976	0.283998	0.903085	0.0569019	NA	NA	NA	NA
MMS19	64210	55.1395	56.3741	55.8695	58.492	cerebral-cortex	glial-cells	Low	Approved
MMS22L	253714	1.38756	1.56786	1.70878	1.80772	NA	NA	NA	NA
MN1	4330	8.51187	12.3055	35.6606	33.3968	cerebral-cortex	glial-cells	Medium	Approved
MNAT1	4331	63.7648	49.2518	37.733	50.6032	cerebral-cortex	glial-cells	Low	Approved
MND1	84057	0.443446	0.33321	0.16979	0.323052	NA	NA	NA	NA
MNS1	55329	0.556786	0.683806	0.204045	0.46982	NA	NA	NA	NA
MNT	4335	6.40919	6.29472	6.2573	6.25608	NA	NA	NA	NA
MOAP1	64112	8.53876	7.77685	9.82524	8.53812	NA	NA	NA	NA
MOB1A	55233	35.025	32.846	25.7577	27.148	NA	NA	NA	NA
MOB1B	92597	10.3137	11.1752	5.38041	10.4707	NA	NA	NA	NA
MOB2	81532	19.8978	21.8026	26.0878	22.4414	NA	NA	NA	NA
