SYMBOL	ENTREZID	BD_R.Veh.R1	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
CD9	928	1.17259	2.29276	cerebral-cortex	glial-cells	Low	Supported
CD93	22918	0.552552	0.813631	NA	NA	NA	NA
CD96	10225	0.128588	0.087863	NA	NA	NA	NA
CD99	4267	144.351	275.439	NA	NA	NA	NA
CD99L2	83692	3.42283	5.98847	cerebral-cortex	glial-cells	Low	Enhanced
CD99P1	401577	0.831383	1.81206	NA	NA	NA	NA
CDADC1	81602	5.66334	7.94406	NA	NA	NA	NA
CDAN1	146059	9.60225	9.19762	NA	NA	NA	NA
CDC123	8872	73.9263	65.9179	NA	NA	NA	NA
CDC14A	8556	6.66335	5.31134	cerebral-cortex	glial-cells	Low	Approved
CDC14B	8555	7.22976	5.34612	cerebral-cortex	glial-cells	Low	Approved
CDC16	8881	44.8857	43.9064	cerebral-cortex	glial-cells	Medium	Approved
CDC20	991	93.0826	61.4037	NA	NA	NA	NA
CDC20P1	157956	0.666476	0.592355	NA	NA	NA	NA
CDC23	8697	27.4542	26.5655	cerebral-cortex	glial-cells	Low	Approved
CDC25A	993	26.0927	19.0313	NA	NA	NA	NA
CDC25B	994	41.6954	36.6913	NA	NA	NA	NA
CDC25C	995	19.329	13.7481	cerebral-cortex	glial-cells	Medium	Approved
CDC26	246184	12.8228	16.2273	cerebral-cortex	glial-cells	Medium	Approved
CDC27	996	43.239	33.3816	cerebral-cortex	glial-cells	Medium	Supported
CDC27P1	647696	0.37475	0.263912	NA	NA	NA	NA
CDC34	997	72.1019	77.672	cerebral-cortex	glial-cells	Medium	Approved
CDC37	11140	84.2163	95.3101	cerebral-cortex	glial-cells	Medium	Supported
CDC37L1	55664	6.09484	6.45759	cerebral-cortex	glial-cells	Low	Approved
CDC40	51362	8.49697	8.65221	NA	NA	NA	NA
CDC42	998	132.302	146.179	NA	NA	NA	NA
CDC42BPA	8476	14.0566	13.6218	NA	NA	NA	NA
CDC42BPB	9578	40.5784	42.3222	cerebral-cortex	glial-cells	Medium	Approved
CDC42BPG	55561	0.296088	0.179804	NA	NA	NA	NA
CDC42EP1	11135	6.02265	14.9082	NA	NA	NA	NA
CDC42EP2	10435	3.03508	8.55919	NA	NA	NA	NA
CDC42EP3	10602	20.7945	24.9675	cerebral-cortex	glial-cells	Medium	Approved
CDC42EP4	23580	34.8135	36.6241	cerebral-cortex	glial-cells	High	Approved
CDC42P1	170503	0	0.130141	NA	NA	NA	NA
CDC42P4	100131440	0.133069	0	NA	NA	NA	NA
CDC42P6	643751	9.37747	7.95093	NA	NA	NA	NA
CDC42SE1	56882	36.4609	40.4019	NA	NA	NA	NA
CDC42SE2	56990	20.6844	17.1247	cerebral-cortex	glial-cells	Low	Enhanced
CDC45	8318	26.1576	21.6478	NA	NA	NA	NA
CDC5L	988	20.2326	17.3228	cerebral-cortex	glial-cells	High	Supported
CDC6	990	27.5762	28.1849	cerebral-cortex	glial-cells	Low	Approved
CDC7	8317	38.11	26.3813	NA	NA	NA	NA
CDC73	79577	14.7362	12.1475	cerebral-cortex	glial-cells	Low	Supported
CDCA2	157313	17.4003	11.9577	NA	NA	NA	NA
CDCA4	55038	22.5245	19.5416	NA	NA	NA	NA
CDCA5	113130	37.0227	36.1457	NA	NA	NA	NA
CDCA7	83879	26.1046	21.4199	NA	NA	NA	NA
CDCA7L	55536	22.4824	21.444	NA	NA	NA	NA
CDCA8	55143	37.771	25.8829	NA	NA	NA	NA
CDCP1	64866	0.00828038	0.0755301	NA	NA	NA	NA
CDH10	1008	8.00218	8.87711	NA	NA	NA	NA
CDH11	1009	12.6148	57.9801	NA	NA	NA	NA
CDH12	1010	0.390896	0.180917	NA	NA	NA	NA
CDH13	1012	0.837404	0.500811	NA	NA	NA	NA
CDH15	1013	0	0.206398	NA	NA	NA	NA
CDH18	1016	0.461993	0.146565	NA	NA	NA	NA
CDH2	1000	184.775	104.806	NA	NA	NA	NA
CDH20	28316	3.15546	2.08412	NA	NA	NA	NA
CDH23	64072	1.15301	0.607768	cerebral-cortex	glial-cells	Low	Approved
CDH24	64403	13.1108	15.9175	NA	NA	NA	NA
CDH26	60437	0.282312	0.226681	NA	NA	NA	NA
CDH3	1001	3.90035	0.886837	NA	NA	NA	NA
CDH4	1002	16.7891	11.6555	NA	NA	NA	NA
CDH5	1003	0.336876	0.416565	cerebral-cortex	glial-cells	Low	Approved
CDH6	1004	48.2229	31.4323	cerebral-cortex	glial-cells	Low	Enhanced
CDH7	1005	19.1458	7.53333	NA	NA	NA	NA
CDH8	1006	5.07372	7.2223	cerebral-cortex	glial-cells	Low	Approved
CDHR1	92211	2.77534	1.58071	NA	NA	NA	NA
CDHR2	54825	3.67247	1.71614	cerebral-cortex	glial-cells	Low	Enhanced
CDHR3	222256	3.476	2.56073	NA	NA	NA	NA
CDHR5	53841	0.239654	0.034629	NA	NA	NA	NA
CDIP1	29965	22.5974	25.9581	cerebral-cortex	glial-cells	Low	Approved
CDIPT	10423	16.299	24.4903	cerebral-cortex	glial-cells	Medium	Approved
CDK1	983	114.579	91.5962	NA	NA	NA	NA
CDK10	8558	42.5277	39.5902	NA	NA	NA	NA
CDK11A	728642	16.6013	21.4219	NA	NA	NA	NA
CDK11B	984	23.9559	25.8478	cerebral-cortex	glial-cells	High	Approved
CDK12	51755	24.635	15.1404	cerebral-cortex	glial-cells	Medium	Supported
CDK13	8621	20.4428	22.0969	NA	NA	NA	NA
CDK14	5218	22.1234	22.5855	NA	NA	NA	NA
CDK15	65061	0.268846	0.354485	NA	NA	NA	NA
CDK16	5127	62.5003	53.8543	cerebral-cortex	glial-cells	Low	Approved
CDK17	5128	18.8553	20.0076	cerebral-cortex	glial-cells	Medium	Approved
CDK18	5129	1.18606	0.382148	cerebral-cortex	glial-cells	Medium	Approved
CDK19	23097	16.1492	14.983	cerebral-cortex	glial-cells	Medium	Approved
CDK2	1017	60.4084	60.5604	NA	NA	NA	NA
CDK20	23552	4.92674	4.95537	cerebral-cortex	glial-cells	Low	Enhanced
CDK2AP1	8099	172.878	199.621	cerebral-cortex	glial-cells	Medium	Approved
CDK2AP2	10263	15.4301	32.6376	NA	NA	NA	NA
CDK3	1018	5.18548	7.41771	NA	NA	NA	NA
CDK4	1019	188.332	145.183	NA	NA	NA	NA
CDK5	1020	11.1064	12.953	cerebral-cortex	glial-cells	Medium	Enhanced
CDK5R1	8851	9.09823	11.785	NA	NA	NA	NA
CDK5R2	8941	0.543756	0.590815	NA	NA	NA	NA
CDK5RAP1	51654	18.3077	23.0006	NA	NA	NA	NA
CDK5RAP2	55755	43.7118	31.2123	cerebral-cortex	glial-cells	Medium	Approved
CDK5RAP3	80279	97.096	100.055	cerebral-cortex	glial-cells	Low	Supported
CDK6	1021	17.2355	28.8369	NA	NA	NA	NA
CDK7	1022	0.461103	1.49681	cerebral-cortex	glial-cells	Low	Enhanced
CDK8	1024	19.0014	21.8622	NA	NA	NA	NA
CDK9	1025	30.5888	32.867	cerebral-cortex	glial-cells	High	Supported
CDKAL1	54901	6.89312	6.90057	NA	NA	NA	NA
CDKL1	8814	3.44353	2.73993	NA	NA	NA	NA
CDKL2	8999	0.661887	0.277069	NA	NA	NA	NA
CDKL3	51265	6.02792	6.99099	NA	NA	NA	NA
CDKL5	6792	1.47424	0.965955	cerebral-cortex	glial-cells	Low	Supported
CDKN1A	1026	31.518	81.6383	NA	NA	NA	NA
CDKN1B	1027	43.7333	39.4885	cerebral-cortex	glial-cells	Medium	Approved
CDKN1C	1028	31.4644	33.528	NA	NA	NA	NA
CDKN2A	1029	2.90747	2.95215	cerebral-cortex	glial-cells	Low	Enhanced
CDKN2AIP	55602	18.3188	17.829	cerebral-cortex	glial-cells	Medium	Approved
CDKN2AIPNL	91368	20.7535	24.081	cerebral-cortex	glial-cells	Low	Approved
CDKN2B	1030	0.233236	1.35233	NA	NA	NA	NA
CDKN2B-AS1	100048912	0.129349	0.0229348	NA	NA	NA	NA
CDKN2C	1031	2.62589	2.83417	cerebral-cortex	glial-cells	Low	Approved
CDKN2D	1032	10.9032	12.1456	NA	NA	NA	NA
CDKN3	1033	30.3282	33.0862	NA	NA	NA	NA
CDNF	441549	1.4359	1.28863	NA	NA	NA	NA
CDO1	1036	37.9371	26.7464	NA	NA	NA	NA
CDON	50937	8.14706	9.5176	NA	NA	NA	NA
CDPF1	150383	5.1165	4.89455	NA	NA	NA	NA
CDR1	1038	2.58484	1.48385	NA	NA	NA	NA
CDR2	1039	7.78102	14.9507	NA	NA	NA	NA
CDR2L	30850	8.93728	11.799	NA	NA	NA	NA
CDRT15P1	94158	0.265405	0.248862	NA	NA	NA	NA
CDRT4	284040	3.15292	6.15503	NA	NA	NA	NA
CDS1	1040	0.473936	0.340161	NA	NA	NA	NA
CDS2	8760	29.0563	27.6871	cerebral-cortex	glial-cells	Medium	Approved
CDT1	81620	20.1045	16.6411	cerebral-cortex	glial-cells	High	Approved
CDV3	55573	64.5356	68.7252	NA	NA	NA	NA
CDYL	9425	25.8644	17.8146	cerebral-cortex	glial-cells	High	Enhanced
CDYL2	124359	2.05374	1.69589	cerebral-cortex	glial-cells	Low	Approved
CEACAM1	634	0.145526	0.411022	NA	NA	NA	NA
CEACAM19	56971	1.64229	2.31375	NA	NA	NA	NA
CEBPB	1051	2.91005	5.17441	cerebral-cortex	glial-cells	Medium	Supported
CEBPD	1052	0.121609	0.5038	NA	NA	NA	NA
CEBPG	1054	28.8578	26.8592	NA	NA	NA	NA
CEBPZ	10153	23.9802	27.043	NA	NA	NA	NA
CECR2	27443	13.0758	7.1293	cerebral-cortex	glial-cells	High	Approved
CEL	1056	1.18938	1.43105	NA	NA	NA	NA
CELF1	10658	62.8273	44.4293	cerebral-cortex	glial-cells	High	Supported
CELF2	10659	14.4651	6.15829	cerebral-cortex	glial-cells	Low	Enhanced
CELF2-AS1	414196	0.318171	0.11983	NA	NA	NA	NA
CELF3	11189	23.3664	17.8039	NA	NA	NA	NA
CELF4	56853	4.00378	2.8676	NA	NA	NA	NA
CELF5	60680	10.9044	9.30172	NA	NA	NA	NA
CELSR1	9620	7.67856	6.12908	NA	NA	NA	NA
CELSR2	1952	56.3039	28.3015	NA	NA	NA	NA
CELSR3	1951	18.2324	14.3055	NA	NA	NA	NA
CEMP1	752014	3.91754	5.18551	NA	NA	NA	NA
CEND1	51286	1.86935	1.59432	cerebral-cortex	glial-cells	Low	Enhanced
CENPA	1058	17.2829	17.6762	NA	NA	NA	NA
CENPB	1059	33.5944	32.8049	cerebral-cortex	glial-cells	Low	Approved
CENPBD1	92806	4.75857	4.54013	NA	NA	NA	NA
CENPBD1P1	65996	17.1185	15.3487	NA	NA	NA	NA
CENPC	1060	12.4683	7.58454	NA	NA	NA	NA
CENPE	1062	24.6227	10.8817	NA	NA	NA	NA
CENPF	1063	125.049	72.2469	NA	NA	NA	NA
CENPH	64946	46.8942	39.5124	NA	NA	NA	NA
CENPI	2491	14.4679	8.36736	NA	NA	NA	NA
CENPJ	55835	21.1574	16.7003	NA	NA	NA	NA
CENPK	64105	38.7352	30.5073	NA	NA	NA	NA
CENPL	91687	8.4947	6.92027	NA	NA	NA	NA
CENPM	79019	18.8847	17.4004	cerebral-cortex	glial-cells	Low	Enhanced
CENPN	55839	54.6999	37.6703	NA	NA	NA	NA
CENPO	79172	36.0185	25.0993	NA	NA	NA	NA
CENPP	401541	1.9477	2.82234	NA	NA	NA	NA
CENPQ	55166	12.6507	10.1054	NA	NA	NA	NA
CENPT	80152	27.1602	27.097	NA	NA	NA	NA
CENPU	79682	79.6603	50.9157	NA	NA	NA	NA
CENPV	201161	189.004	111.818	cerebral-cortex	glial-cells	Medium	Enhanced
CENPW	387103	29.3187	30.5531	NA	NA	NA	NA
CEP104	9731	9.96899	12.614	cerebral-cortex	glial-cells	Low	Approved
CEP112	201134	11.3232	9.36545	NA	NA	NA	NA
CEP120	153241	7.79539	7.16227	NA	NA	NA	NA
CEP128	145508	4.65788	4.50166	NA	NA	NA	NA
CEP135	9662	10.7178	9.88417	NA	NA	NA	NA
CEP152	22995	6.92	4.62084	cerebral-cortex	glial-cells	Medium	Approved
CEP164	22897	13.414	16.9479	NA	NA	NA	NA
CEP164P1	100289237	0.0997396	0.353236	NA	NA	NA	NA
CEP170	9859	46.9496	47.0308	NA	NA	NA	NA
CEP170B	283638	6.17506	7.49808	NA	NA	NA	NA
CEP170P1	645455	0.770814	0.490736	NA	NA	NA	NA
CEP19	84984	4.54392	5.65919	cerebral-cortex	glial-cells	Medium	Enhanced
CEP192	55125	15.7792	13.7101	NA	NA	NA	NA
CEP250	11190	16.6149	15.0015	NA	NA	NA	NA
CEP290	80184	8.45859	7.19866	cerebral-cortex	glial-cells	Low	Approved
CEP350	9857	14.5196	11.9541	cerebral-cortex	glial-cells	Medium	Enhanced
CEP41	95681	10.7235	5.24864	NA	NA	NA	NA
CEP44	80817	13.1874	10.2788	cerebral-cortex	glial-cells	Low	Approved
CEP55	55165	20.2095	19.3477	NA	NA	NA	NA
CEP57	9702	48.0869	36.5655	NA	NA	NA	NA
CEP57L1	285753	10.6327	10.2812	cerebral-cortex	glial-cells	Medium	Approved
CEP57L1P1	221017	0.854666	0.563003	NA	NA	NA	NA
CEP63	80254	19.4863	19.3777	cerebral-cortex	glial-cells	Low	Approved
CEP68	23177	13.3943	9.87587	cerebral-cortex	glial-cells	Medium	Enhanced
CEP70	80321	16.4588	10.0428	cerebral-cortex	glial-cells	Medium	Enhanced
CEP72	55722	6.43718	5.72793	NA	NA	NA	NA
CEP76	79959	7.37461	8.39849	cerebral-cortex	glial-cells	Medium	Approved
CEP78	84131	29.9527	20.7096	NA	NA	NA	NA
CEP85	64793	18.5753	13.6082	NA	NA	NA	NA
CEP85L	387119	3.77582	4.51335	NA	NA	NA	NA
CEP89	84902	17.1007	14.9075	NA	NA	NA	NA
CEP97	79598	9.63718	7.50016	NA	NA	NA	NA
CEPT1	10390	14.2481	15.4055	NA	NA	NA	NA
CER1	9350	0.237219	0.669445	NA	NA	NA	NA
CERCAM	51148	20.516	18.761	NA	NA	NA	NA
CERK	64781	44.9711	34.4026	NA	NA	NA	NA
CERKL	375298	0.949394	2.34908	NA	NA	NA	NA
CERS1	10715	10.0359	11.9797	NA	NA	NA	NA
CERS2	29956	56.5357	61.3242	cerebral-cortex	glial-cells	Medium	Approved
CERS4	79603	9.84138	8.79886	NA	NA	NA	NA
CERS5	91012	35.0819	48.2617	cerebral-cortex	glial-cells	Medium	Approved
CERS6	253782	15.0047	11.9062	cerebral-cortex	glial-cells	Low	Approved
CERS6-AS1	100861402	2.96142	5.69982	NA	NA	NA	NA
CES2	8824	16.3715	16.2668	NA	NA	NA	NA
CES3	23491	0.936908	0.152099	cerebral-cortex	glial-cells	Low	Approved
CES4A	283848	1.38	1.06044	NA	NA	NA	NA
CETN2	1069	0.988558	4.50383	cerebral-cortex	glial-cells	Low	Approved
CETN3	1070	26.5765	26.9465	cerebral-cortex	glial-cells	High	Enhanced
CFD	1675	0.095006	0.134021	NA	NA	NA	NA
CFDP1	10428	82.2641	92.2055	cerebral-cortex	glial-cells	Low	Approved
CFH	3075	0.247276	1.45073	NA	NA	NA	NA
CFHR1	3078	0	0.104136	NA	NA	NA	NA
CFI	3426	0	0	NA	NA	NA	NA
CFL1	1072	870.756	969.39	NA	NA	NA	NA
CFL1P1	142913	2.64624	2.79783	NA	NA	NA	NA
CFL2	1073	37.4028	45.9422	NA	NA	NA	NA
CFLAR	8837	7.56287	6.04351	NA	NA	NA	NA
CFP	5199	0.882943	0.763505	NA	NA	NA	NA
CGB7	94027	0.0905767	0.130253	NA	NA	NA	NA
CGGBP1	8545	67.2862	58.964	cerebral-cortex	glial-cells	Medium	Supported
CGN	57530	1.80426	1.33495	NA	NA	NA	NA
CGNL1	84952	1.9095	3.25647	NA	NA	NA	NA
CGREF1	10669	0.460006	0.508572	NA	NA	NA	NA
CGRRF1	10668	12.4678	15.3971	NA	NA	NA	NA
CH25H	9023	0.163471	0.884432	NA	NA	NA	NA
CHAC1	79094	11.0525	15.6764	cerebral-cortex	glial-cells	Medium	Approved
CHAC2	494143	7.04371	5.45523	NA	NA	NA	NA
CHAD	1101	0.375216	0.382631	NA	NA	NA	NA
CHADL	150356	0	0.0855469	NA	NA	NA	NA
CHAF1A	10036	42.0824	28.693	NA	NA	NA	NA
CHAF1B	8208	11.3878	8.79393	NA	NA	NA	NA
CHAMP1	283489	0.833672	0.265104	cerebral-cortex	glial-cells	High	Enhanced
CHAT	1103	0.427531	0.173661	NA	NA	NA	NA
CHCHD1	118487	37.4249	37.9693	cerebral-cortex	glial-cells	Low	Approved
CHCHD10	400916	11.8468	15.322	NA	NA	NA	NA
CHCHD2	51142	9.24362	24.3981	NA	NA	NA	NA
CHCHD2P6	645317	0.195226	0	NA	NA	NA	NA
CHCHD2P9	645345	0	0	NA	NA	NA	NA
CHCHD3	54927	94.0728	85.7637	cerebral-cortex	glial-cells	Medium	Enhanced
CHCHD3P3	646572	1.42637	1.75039	NA	NA	NA	NA
CHCHD4	131474	9.71662	10.8549	NA	NA	NA	NA
CHCHD4P3	106480792	0.783566	0.399253	NA	NA	NA	NA
CHCHD5	84269	18.1688	22.2911	NA	NA	NA	NA
CHCHD6	84303	19.5275	20.5763	NA	NA	NA	NA
CHCHD7	79145	24.623	27.059	NA	NA	NA	NA
CHD1	1105	49.7421	35.9328	NA	NA	NA	NA
CHD1L	9557	1.25364	0.278315	cerebral-cortex	glial-cells	Medium	Enhanced
CHD2	1106	33.1054	27.632	cerebral-cortex	glial-cells	Low	Enhanced
CHD3	1107	47.3013	58.0627	NA	NA	NA	NA
CHD4	1108	157.239	93.8023	cerebral-cortex	glial-cells	High	Supported
CHD5	26038	0.211036	0.0909506	NA	NA	NA	NA
CHD6	84181	17.1181	11.936	NA	NA	NA	NA
CHD7	55636	61.9579	36.61	NA	NA	NA	NA
CHD8	57680	38.4638	33.7745	NA	NA	NA	NA
CHD9	80205	37.7473	32.4937	NA	NA	NA	NA
CHDH	55349	1.34857	0.931137	cerebral-cortex	glial-cells	Medium	Enhanced
CHEK1	1111	56.8333	44.5735	NA	NA	NA	NA
CHEK2	11200	13.2918	13.5882	cerebral-cortex	glial-cells	Low	Enhanced
CHERP	10523	31.0287	29.6218	NA	NA	NA	NA
CHFR	55743	15.8885	15.502	NA	NA	NA	NA
CHGA	1113	1.85204	1.45883	NA	NA	NA	NA
CHGB	1114	3.05561	2.85267	NA	NA	NA	NA
CHI3L1	1116	0.13635	0.762131	NA	NA	NA	NA
CHI3L2	1117	0	0.134366	NA	NA	NA	NA
CHIC1	53344	2.89255	2.75347	NA	NA	NA	NA
CHIC2	26511	4.99017	7.15491	NA	NA	NA	NA
CHID1	66005	31.0163	33.3223	NA	NA	NA	NA
CHIT1	1118	0	0	NA	NA	NA	NA
CHKA	1119	27.2084	29.7524	NA	NA	NA	NA
CHKB	1120	34.1561	35.8383	NA	NA	NA	NA
CHKB-CPT1B	386593	7.49821	6.20706	NA	NA	NA	NA
CHL1	10752	8.08816	5.69304	cerebral-cortex	glial-cells	Low	Enhanced
CHL1-AS1	101927193	0.135206	0	NA	NA	NA	NA
CHL1-AS2	101927174	0	0.157072	NA	NA	NA	NA
CHM	1121	7.94632	7.85745	NA	NA	NA	NA
CHML	1122	15.6214	11.498	NA	NA	NA	NA
CHMP1A	5119	42.8092	42.5783	NA	NA	NA	NA
CHMP1B	57132	21.878	25.0068	NA	NA	NA	NA
CHMP2A	27243	54.4112	61.1954	cerebral-cortex	glial-cells	Low	Enhanced
CHMP2B	25978	13.692	14.7134	NA	NA	NA	NA
CHMP3	51652	40.4586	42.1122	cerebral-cortex	glial-cells	Medium	Supported
CHMP4A	29082	46.0492	46.8431	NA	NA	NA	NA
CHMP4B	128866	62.0721	81.1343	NA	NA	NA	NA
CHMP4BP1	100307126	0	0.116749	NA	NA	NA	NA
CHMP5	51510	40.1383	46.4864	NA	NA	NA	NA
CHMP6	79643	17.0138	14.7415	cerebral-cortex	glial-cells	Low	Approved
CHMP7	91782	20.3469	23.9165	NA	NA	NA	NA
CHN1	1123	65.1344	60.6687	NA	NA	NA	NA
CHN2	1124	13.7489	8.3453	cerebral-cortex	glial-cells	Low	Approved
CHODL	140578	2.32277	1.94842	NA	NA	NA	NA
CHORDC1	26973	32.4794	32.8643	NA	NA	NA	NA
CHP1	11261	19.3289	22.1316	cerebral-cortex	glial-cells	Low	Approved
CHPF	79586	12.9091	25.812	cerebral-cortex	glial-cells	Low	Approved
CHPF2	54480	12.3117	14.8036	cerebral-cortex	glial-cells	Medium	Approved
CHPT1	56994	6.126	7.69219	NA	NA	NA	NA
CHRAC1	54108	22.8202	19.6123	NA	NA	NA	NA
CHRD	8646	2.39716	3.23711	NA	NA	NA	NA
CHRDL1	91851	3.12449	1.46231	NA	NA	NA	NA
CHRFAM7A	89832	0.463241	0.279386	NA	NA	NA	NA
CHRM3	1131	0.326184	0.513234	cerebral-cortex	glial-cells	Low	Approved
CHRM4	1132	0.113887	0.357239	cerebral-cortex	glial-cells	Low	Enhanced
CHRNA1	1134	0.311196	0.49738	NA	NA	NA	NA
CHRNA10	57053	1.65404	1.88243	NA	NA	NA	NA
CHRNA3	1136	1.64509	1.63323	cerebral-cortex	glial-cells	Low	Approved
CHRNA4	1137	1.18364	1.05695	NA	NA	NA	NA
CHRNA5	1138	11.8832	10.5245	cerebral-cortex	glial-cells	High	Approved
CHRNA7	1139	0.947621	1.63692	cerebral-cortex	glial-cells	Medium	Enhanced
CHRNA9	55584	0.046345	0.0436378	NA	NA	NA	NA
CHRNB1	1140	5.47552	6.90477	cerebral-cortex	glial-cells	Low	Approved
CHRNB2	1141	3.41039	2.33385	NA	NA	NA	NA
CHRNB4	1143	0.461558	0.313798	NA	NA	NA	NA
CHRNE	1145	0.306409	0.0924858	NA	NA	NA	NA
CHST1	8534	3.68052	5.50177	NA	NA	NA	NA
CHST10	9486	16.316	14.6116	cerebral-cortex	glial-cells	High	Approved
CHST11	50515	8.53028	8.58743	NA	NA	NA	NA
CHST12	55501	4.80346	8.0663	NA	NA	NA	NA
CHST14	113189	15.3688	22.3538	NA	NA	NA	NA
CHST15	51363	5.02613	4.24813	cerebral-cortex	glial-cells	Low	Approved
CHST2	9435	4.164	15.5523	NA	NA	NA	NA
CHST3	9469	5.80858	5.92101	NA	NA	NA	NA
CHST5	23563	1.0702	0.459912	NA	NA	NA	NA
CHST6	4166	0.954202	0.91161	NA	NA	NA	NA
CHST7	56548	1.42775	2.62366	NA	NA	NA	NA
CHST8	64377	0.248881	0.421796	NA	NA	NA	NA
CHST9	83539	0.339318	0.787586	NA	NA	NA	NA
CHSY1	22856	29.7797	43.1288	NA	NA	NA	NA
CHSY3	337876	0.433546	1.64569	NA	NA	NA	NA
CHTF18	63922	26.5446	18.5397	NA	NA	NA	NA
CHTOP	26097	100.342	100.665	cerebral-cortex	glial-cells	High	Approved
CHUK	1147	19.391	17.017	cerebral-cortex	glial-cells	Medium	Approved
CHURC1	91612	22.376	27.4635	NA	NA	NA	NA
CHURC1-FNTB	100529261	0.867807	0.200642	NA	NA	NA	NA
CIAO1	9391	43.5587	41.2077	NA	NA	NA	NA
CIAPIN1	57019	45.2421	46.1768	NA	NA	NA	NA
CIAPIN1P	728599	0.131855	0	NA	NA	NA	NA
CIB1	10519	11.0378	18.1715	NA	NA	NA	NA
CIB2	10518	24.6401	16.6927	NA	NA	NA	NA
CIC	23152	27.3127	23.469	cerebral-cortex	glial-cells	High	Approved
CICP14	100130600	12.3093	7.60292	NA	NA	NA	NA
CICP16	100420203	1.50805	1.31919	NA	NA	NA	NA
CICP22	100288083	0.258158	0.161925	NA	NA	NA	NA
CIITA	4261	0.182654	0.464733	cerebral-cortex	glial-cells	Low	Enhanced
CILP	8483	0.20345	0.819859	NA	NA	NA	NA
CILP2	148113	0.275396	0.351121	NA	NA	NA	NA
CINP	51550	18.5488	20.7708	NA	NA	NA	NA
CIPC	85457	16.5486	16.7225	NA	NA	NA	NA
CIR1	9541	16.9696	19.2711	NA	NA	NA	NA
CIRBP	1153	269.903	226.543	NA	NA	NA	NA
CIRBP-AS1	148046	3.31205	4.33073	NA	NA	NA	NA
CISD1	55847	19.1325	26.9199	NA	NA	NA	NA
CISD2	493856	24.5529	28.1505	cerebral-cortex	glial-cells	Medium	Approved
CISD3	284106	1.86699	3.68122	NA	NA	NA	NA
CISH	1154	1.40973	2.77026	NA	NA	NA	NA
CIT	11113	20.4418	9.91325	NA	NA	NA	NA
CITED1	4435	8.43128	9.21409	NA	NA	NA	NA
CITED2	10370	61.9728	45.8812	cerebral-cortex	glial-cells	Medium	Supported
CITED4	163732	1.8111	1.62078	NA	NA	NA	NA
CIZ1	25792	59.5032	65.8622	NA	NA	NA	NA
CKAP2	26586	82.224	50.4914	NA	NA	NA	NA
CKAP2L	150468	19.1914	12.4005	NA	NA	NA	NA
CKAP4	10970	59.8625	76.3179	NA	NA	NA	NA
CKAP5	9793	111.42	70.8746	cerebral-cortex	glial-cells	Medium	Supported
CKB	1152	602.488	531.632	cerebral-cortex	glial-cells	Medium	Enhanced
CKLF	51192	15.8066	13.6929	NA	NA	NA	NA
CKLF-CMTM1	100529251	1.19284	0.874124	NA	NA	NA	NA
CKMT1A	548596	0.152215	0.152631	NA	NA	NA	NA
CKMT1B	1159	0.858252	0.802717	NA	NA	NA	NA
CKMT2	1160	0.237883	0.0841293	NA	NA	NA	NA
CKMT2-AS1	100131067	4.82676	4.81527	NA	NA	NA	NA
CKS2	1164	170.117	126.583	cerebral-cortex	glial-cells	High	Approved
CLASP1	23332	33.6109	23.6413	NA	NA	NA	NA
CLASP2	23122	25.3896	18.2461	NA	NA	NA	NA
CLASRP	11129	43.0583	40.6301	cerebral-cortex	glial-cells	Medium	Approved
CLCC1	23155	12.2774	14.6166	cerebral-cortex	glial-cells	Medium	Enhanced
CLCF1	23529	3.14445	2.63362	NA	NA	NA	NA
CLCN2	1181	4.41035	2.36837	cerebral-cortex	glial-cells	Low	Approved
CLCN3	1182	19.5689	17.2664	cerebral-cortex	glial-cells	Low	Approved
CLCN4	1183	1.73213	1.72878	NA	NA	NA	NA
CLCN5	1184	0.411144	0.313257	NA	NA	NA	NA
CLCN6	1185	22.3166	15.4918	cerebral-cortex	glial-cells	Medium	Approved
CLCN7	1186	23.1115	25.1797	cerebral-cortex	glial-cells	Medium	Supported
CLDN1	9076	0.190538	0.2623	NA	NA	NA	NA
CLDN10	9071	0.340576	0.859372	NA	NA	NA	NA
CLDN11	5010	0.627273	4.03176	cerebral-cortex	glial-cells	Medium	Enhanced
CLDN12	9069	20.6432	17.7587	cerebral-cortex	glial-cells	Low	Approved
CLDN15	24146	4.98643	7.2935	NA	NA	NA	NA
CLDN18	51208	0.333143	0.150234	NA	NA	NA	NA
CLDN20	49861	0.95453	0.314266	NA	NA	NA	NA
CLDN5	7122	0.247165	0.379556	NA	NA	NA	NA
CLDN6	9074	0.041185	0.154999	NA	NA	NA	NA
CLDN7	1366	0.0468426	0.162659	NA	NA	NA	NA
CLDND1	56650	54.9048	51.6467	cerebral-cortex	glial-cells	Low	Approved
CLDND2	125875	0.66528	0.175585	NA	NA	NA	NA
CLEC11A	6320	3.19875	3.82749	NA	NA	NA	NA
CLEC16A	23274	9.9652	9.91745	NA	NA	NA	NA
CLEC18A	348174	0.229807	0.141273	NA	NA	NA	NA
CLEC18B	497190	1.64037	2.31039	NA	NA	NA	NA
CLEC18C	283971	0.138094	0.128743	NA	NA	NA	NA
CLEC1A	51267	0.199735	2.00896	NA	NA	NA	NA
CLEC2B	9976	0.246803	0.227526	NA	NA	NA	NA
