	subSystem	disrupted.module	rxnList
240	Transport, extracellular	MTA_BD_R_norm_t2	PIt6b
241	Transport, extracellular	MTA_BD_R_norm_t2	NAHCO3_HCLt
242	Transport, extracellular	MTA_BD_R_norm_t2	MANt1r
243	Transport, extracellular	MTA_BD_R_norm_t2	MANt4
244	Transport, extracellular	MTA_BD_R_norm_t2	r1559
245	Transport, extracellular	MTA_BD_R_norm_t2	HDCAtr
246	Transport, extracellular	MTA_BD_R_norm_t2	r1573
247	Transport, extracellular	MTA_BD_R_norm_t2	MEV_Rt
248	Transport, extracellular	MTA_BD_R_norm_t2	r1661
249	Transport, extracellular	MTA_BD_R_norm_t2	r1594
250	Transport, extracellular	MTA_BD_R_norm_t2	r2335
251	Transport, extracellular	MTA_BD_R_norm_t2	r2369
252	Transport, extracellular	MTA_BD_R_norm_t2	GLNtN1
253	Transport, extracellular	MTA_BD_R_norm_t2	NKCCt
254	Transport, extracellular	MTA_BD_R_norm_t2	GALt4
255	Transport, extracellular	MTA_BD_R_norm_t2	GALt1r
256	Transport, extracellular	MTA_BD_R_norm_t2	r1579
257	Transport, extracellular	MTA_BD_R_norm_t2	CITt4_2
258	Transport, extracellular	MTA_BD_R_norm_t2	KHte
259	Transport, extracellular	MTA_BD_R_norm_t2	r2125
260	Transport, extracellular	MTA_BD_R_norm_t2	NACSMCTte
261	Transport, extracellular	MTA_BD_R_norm_t2	FOLOAT2tc
262	Transport, extracellular	MTA_BD_R_norm_t2	r2131
263	Transport, extracellular	MTA_BD_R_norm_t2	r1647
264	Transport, extracellular	MTA_BD_R_norm_t2	METLEUex
265	Transport, extracellular	MTA_BD_R_norm_t2	r2130
266	Transport, extracellular	MTA_BD_R_norm_t2	r1605
267	Transport, extracellular	MTA_BD_R_norm_t2	r2100
268	Transport, extracellular	MTA_BD_R_norm_t2	ACACt2
269	Transport, extracellular	MTA_BD_R_norm_t2	r2314
270	Transport, extracellular	MTA_BD_R_norm_t2	TYRt4
271	Transport, extracellular	MTA_BD_R_norm_t2	r2325
272	Transport, extracellular	MTA_BD_R_norm_t2	r2360
273	Transport, extracellular	MTA_BD_R_norm_t2	r2090
274	Transport, extracellular	MTA_BD_R_norm_t2	NACUP
275	Transport, extracellular	MTA_BD_R_norm_t2	FOLOATPtc
276	Transport, extracellular	MTA_BD_R_norm_t2	LYSt4
277	Transport, extracellular	MTA_BD_R_norm_t2	BILIRUBt2
278	Transport, extracellular	MTA_BD_R_norm_t2	TRPt4
279	Transport, extracellular	MTA_BD_R_norm_t2	r2091
280	Transport, extracellular	MTA_BD_R_norm_t2	ORN_Dte
281	Transport, extracellular	MTA_BD_R_norm_t2	HMR_9180
282	Transport, extracellular	MTA_BD_R_norm_t2	r2315
283	Transport, extracellular	MTA_BD_R_norm_t2	r2346
284	Transport, extracellular	MTA_BD_R_norm_t2	CHOLATEt
285	Transport, extracellular	MTA_BD_R_norm_t2	r2139
286	Transport, extracellular	MTA_BD_R_norm_t2	r2098
287	Transport, extracellular	MTA_BD_R_norm_t2	r2309
288	Transport, extracellular	MTA_BD_R_norm_t2	NAt5
289	Transport, extracellular	MTA_BD_R_norm_t2	SELMETHte
290	Transport, extracellular	MTA_BD_R_norm_t2	SELMETHt2e
291	Transport, extracellular	MTA_BD_R_norm_t2	SRTNtu
292	Transport, extracellular	MTA_BD_R_norm_t2	H2OGLYAQPt
293	Transport, extracellular	MTA_BD_R_norm_t2	PROt2r
294	Transport, extracellular	MTA_BD_R_norm_t2	GLYSNAT5tc
295	Transport, extracellular	MTA_BD_R_norm_t2	r1563
296	Transport, extracellular	MTA_BD_R_norm_t2	r2006
297	Transport, extracellular	MTA_BD_R_norm_t2	MMAt2e
298	Transport, extracellular	MTA_BD_R_norm_t2	MMAte
299	Transport, extracellular	MTA_BD_R_norm_t2	NAt
300	Transport, extracellular	MTA_BD_R_norm_t2	r2310
301	Transport, extracellular	MTA_BD_R_norm_t2	L_LACt2r
302	Transport, extracellular	MTA_BD_R_norm_t2	4HPROLTASCT1
303	Transport, extracellular	MTA_BD_R_norm_t2	ASNtN1
304	Transport, extracellular	MTA_BD_R_norm_t2	CE2513td
305	Transport, extracellular	MTA_BD_R_norm_t2	ASCBt4
306	Transport, extracellular	MTA_BD_R_norm_t2	HMR_9652
307	Transport, extracellular	MTA_BD_R_norm_t2	GLUt6
308	Transport, extracellular	MTA_BD_R_norm_t2	GLCt1r
309	Transport, extracellular	MTA_BD_R_norm_t2	ASCBt
310	Transport, extracellular	MTA_BD_R_norm_t2	PPASMCT1
311	Transport, extracellular	MTA_BD_R_norm_t2	r1649
312	Transport, extracellular	MTA_BD_R_norm_t2	LEULEUt
313	Transport, extracellular	MTA_BD_R_norm_t2	r1652
314	Transport, extracellular	MTA_BD_R_norm_t2	CYTDt2r
315	Transport, extracellular	MTA_BD_R_norm_t2	SRTNENT4tc
316	Transport, extracellular	MTA_BD_R_norm_t2	r0881
317	Transport, extracellular	MTA_BD_R_norm_t2	r1116
318	Transport, extracellular	MTA_BD_R_norm_t2	r2122
319	Transport, extracellular	MTA_BD_R_norm_t2	C05769te3
320	Transport, extracellular	MTA_BD_R_norm_t2	C05769te2
321	Transport, extracellular	MTA_BD_R_norm_t2	NH4tb
322	Transport, extracellular	MTA_BD_R_norm_t2	r2118
323	Transport, extracellular	MTA_BD_R_norm_t2	TDCHOLAte
324	Transport, extracellular	MTA_BD_R_norm_t2	r2142
325	Transport, extracellular	MTA_BD_R_norm_t2	r2332
326	Transport, extracellular	MTA_BD_R_norm_t2	r2366
327	Transport, extracellular	MTA_BD_R_norm_t2	CALAtr
328	Transport, extracellular	MTA_BD_R_norm_t2	r2347
329	Transport, extracellular	MTA_BD_R_norm_t2	r2038
330	Transport, extracellular	MTA_BD_R_norm_t2	CSPG_At
331	Transport, extracellular	MTA_BD_R_norm_t2	r2094
332	Transport, extracellular	MTA_BD_R_norm_t2	r2330
333	Transport, extracellular	MTA_BD_R_norm_t2	r2365
334	Transport, extracellular	MTA_BD_R_norm_t2	DHAPtr
335	Transport, extracellular	MTA_BD_R_norm_t2	HMR_9191_e
336	Transport, extracellular	MTA_BD_R_norm_t2	NRPPHRt4_2_r
337	Transport, extracellular	MTA_BD_R_norm_t2	ILEtec
338	Transport, extracellular	MTA_BD_R_norm_t2	XYLULte
339	Transport, extracellular	MTA_BD_R_norm_t2	ARGLYSASPt
340	Transport, extracellular	MTA_BD_R_norm_t2	LEUt4
341	Transport, extracellular	MTA_BD_R_norm_t2	SRTNt6_2_r
342	Transport, extracellular	MTA_BD_R_norm_t2	C05770te4
343	Transport, extracellular	MTA_BD_R_norm_t2	C05770te3
344	Transport, extracellular	MTA_BD_R_norm_t2	LYStiDF
345	Transport, extracellular	MTA_BD_R_norm_t2	LEUKTRA4t
346	Transport, extracellular	MTA_BD_R_norm_t2	r2316
347	Transport, extracellular	MTA_BD_R_norm_t2	r0974
348	Transport, extracellular	MTA_BD_R_norm_t2	BUTt2r
349	Transport, extracellular	MTA_BD_R_norm_t2	r2106
350	Transport, extracellular	MTA_BD_R_norm_t2	HOMOVALte
351	Transport, extracellular	MTA_BD_R_norm_t2	The
352	Transport, extracellular	MTA_BD_R_norm_t2	3MHISt3
353	Transport, extracellular	MTA_BD_R_norm_t2	NH4t3r
354	Transport, extracellular	MTA_BD_R_norm_t2	34HPLte
355	Transport, extracellular	MTA_BD_R_norm_t2	3MHISt1
356	Transport, extracellular	MTA_BD_R_norm_t2	BTNt2
357	Transport, extracellular	MTA_BD_R_norm_t2	3HCO3_NAt
358	Transport, extracellular	MTA_BD_R_norm_t2	r1554
359	Transport, extracellular	MTA_BD_R_norm_t2	r2313
360	Transport, extracellular	MTA_BD_R_norm_t2	METt4
361	Transport, extracellular	MTA_BD_R_norm_t2	r2054
362	Transport, extracellular	MTA_BD_R_norm_t2	r2329
363	Transport, extracellular	MTA_BD_R_norm_t2	r2007
364	Transport, extracellular	MTA_BD_R_norm_t2	SPRMTDe
365	Transport, extracellular	MTA_BD_R_norm_t2	SPRMt2r
366	Transport, extracellular	MTA_BD_R_norm_t2	r1106
367	Transport, extracellular	MTA_BD_R_norm_t2	BHBt
368	Transport, extracellular	MTA_BD_R_norm_t2	ASPDt6
369	Transport, extracellular	MTA_BD_R_norm_t2	ASPDTDe
370	Transport, extracellular	MTA_BD_R_norm_t2	HISt4
371	Transport, extracellular	MTA_BD_R_norm_t2	r1662
372	Transport, extracellular	MTA_BD_R_norm_t2	NAt3_1
373	Transport, extracellular	MTA_BD_R_norm_t2	2HBt2
374	Transport, extracellular	MTA_BD_R_norm_t2	HCO3_NAt
375	Transport, extracellular	MTA_BD_R_norm_t2	r2128
376	Transport, extracellular	MTA_BD_R_norm_t2	LPCHOLt
377	Transport, extracellular	MTA_BD_R_norm_t2	ASNt4
378	Transport, extracellular	MTA_BD_R_norm_t2	GLNt4
379	Transport, extracellular	MTA_BD_R_norm_t2	PHEt4
380	Transport, extracellular	MTA_BD_R_norm_t2	ACt2r
381	Transport, extracellular	MTA_BD_R_norm_t2	DOPAENT4tc
382	Transport, extracellular	MTA_BD_R_norm_t2	THRt4
383	Transport, extracellular	MTA_BD_R_norm_t2	BALABETAtc2
