	subSystem	disrupted.module	rxnList
50	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3687
51	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3688
52	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3689
53	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3690
54	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3692
55	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3694
56	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3695
57	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3696
58	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3698
59	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3699
60	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3701
61	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3703
62	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3704
63	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3705
64	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3706
65	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3707
66	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3708
67	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3709
68	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3710
69	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3711
70	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3713
71	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3714
72	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3715
73	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3716
74	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3717
75	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3718
76	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3719
77	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3722
78	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3724
79	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3725
80	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3726
81	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3727
82	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3728
83	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3729
84	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3736
85	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3737
86	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3738
87	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3739
88	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3740
89	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3741
90	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3669
91	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3728
92	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3645
93	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3704
94	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3660
95	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3719
96	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3659
97	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3718
98	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3631
99	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3690
100	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3636
101	Cholesterol metabolism	MTA_BD_NR_abs	HMR_3695
102	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1543
103	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1544
104	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1545
105	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1546
106	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1550
107	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1549
108	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1548
109	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1551
110	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1547
111	Cholesterol metabolism	MTA_BD_NR_abs	RE3136C
112	Cholesterol metabolism	MTA_BD_NR_abs	HMR_1552
113	Cholesterol metabolism	MTA_BD_NR_abs	r0783
