	subSystem	disrupted.module	rxnList
1	Cholesterol metabolism	FVA_BD_NR_abs	HMGCOASim
2	Cholesterol metabolism	FVA_BD_NR_abs	HMGLm
3	Cholesterol metabolism	FVA_BD_NR_abs	HMGLx
4	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3625
5	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3626
6	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3627
7	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3628
8	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3629
9	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3630
10	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3631
11	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3633
12	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3635
13	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3636
14	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3637
15	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3639
16	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3640
17	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3642
18	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3644
19	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3645
20	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3646
21	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3647
22	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3648
23	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3649
24	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3650
25	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3651
26	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3652
27	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3654
28	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3655
29	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3656
30	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3657
31	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3658
32	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3659
33	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3660
34	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3663
35	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3665
36	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3666
37	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3667
38	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3668
39	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3669
40	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3670
41	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3677
42	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3678
43	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3679
44	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3680
45	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3681
46	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3682
47	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3684
48	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3685
49	Cholesterol metabolism	FVA_BD_NR_abs	HMR_3686
