SYMBOL	ENTREZID	HT.1	HT.4	HT.5	HT.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
AFAP1L1	134265	0.0327448	0.183675	1.08417	0.158142	NA	NA	NA	NA
AFAP1L2	84632	0.518463	0.982338	0.381082	0.38917	NA	NA	NA	NA
AFF1	4299	11.9017	12.533	12.4671	7.87186	NA	NA	NA	NA
AFF2	2334	0.138416	0.108467	0.0292741	0	NA	NA	NA	NA
AFF3	3899	13.8709	15.484	16.241	24.4633	cerebral-cortex	glial-cells	Low	Approved
AFF4	27125	97.9413	67.8238	80.6537	90.2821	cerebral-cortex	glial-cells	High	Approved
AFG3L1P	172	7.87048	7.50691	14.2516	9.67603	NA	NA	NA	NA
AFG3L2	10939	18.632	24.9349	20.4804	17.9172	cerebral-cortex	glial-cells	Medium	Enhanced
AFG3L2P1	347028	0.569498	1.04131	0.433601	0.837831	NA	NA	NA	NA
AFMID	125061	15.7758	16.9114	13.9437	12.6119	NA	NA	NA	NA
AFTPH	54812	13.8251	11.5255	12.3152	10.8207	NA	NA	NA	NA
AGA	175	14.4983	24.1744	14.2893	39.8292	cerebral-cortex	glial-cells	Low	Enhanced
AGAP1	116987	17.6156	15.994	19.0871	15.7492	NA	NA	NA	NA
AGAP1-IT1	100506749	0.23089	0.201035	0.325544	0.653399	NA	NA	NA	NA
AGAP2	116986	13.9055	12.5156	8.98558	4.86067	cerebral-cortex	glial-cells	Medium	Enhanced
AGAP2-AS1	100130776	0.13683	0.872836	3.85232	0.394275	NA	NA	NA	NA
AGAP3	116988	51.2578	45.5857	52.4701	46.5723	cerebral-cortex	glial-cells	Medium	Approved
AGAP5	729092	0.576341	0.626773	0.490787	0.617514	NA	NA	NA	NA
AGBL2	79841	0.402483	0.171178	1.33574	0.947195	NA	NA	NA	NA
AGBL3	340351	1.92378	1.45884	2.33019	2.18385	NA	NA	NA	NA
AGBL4	84871	1.54205	0.754641	1.13753	0.65348	cerebral-cortex	glial-cells	Low	Approved
AGBL5	60509	33.9141	38.1362	27.4171	25.7249	NA	NA	NA	NA
AGBL5-AS1	100874031	0	0.45188	0.365888	0.244741	NA	NA	NA	NA
AGBL5-IT1	106481744	0.512476	3.68122	2.43867	2.17485	NA	NA	NA	NA
AGFG1	3267	43.0199	38.0497	34.0351	37.2809	NA	NA	NA	NA
AGFG2	3268	11.3138	10.459	8.05897	6.1459	NA	NA	NA	NA
AGGF1	55109	26.0746	23.6071	18.4853	17.8166	NA	NA	NA	NA
AGK	55750	10.3984	12.5142	7.82798	11.3456	cerebral-cortex	glial-cells	Low	Supported
AGL	178	9.06789	11.9729	11.731	13.6203	cerebral-cortex	glial-cells	High	Approved
AGMAT	79814	0.108495	0.161929	0.18026	0.28498	NA	NA	NA	NA
AGMO	392636	0.0313342	0.0409239	0.170832	0.1773	NA	NA	NA	NA
AGO1	26523	12.4201	12.4276	13.9867	13.3585	NA	NA	NA	NA
AGO2	27161	30.8285	24.3298	47.8097	31.9507	cerebral-cortex	glial-cells	High	Approved
AGO3	192669	25.6629	16.2235	25.3962	31.6858	NA	NA	NA	NA
AGO4	192670	18.9138	12.2849	27.0426	29.8266	NA	NA	NA	NA
AGPAT1	10554	0.392244	0.332962	0.432878	0.110906	cerebral-cortex	glial-cells	High	Approved
AGPAT2	10555	5.95525	9.67343	8.14715	5.76658	NA	NA	NA	NA
AGPAT3	56894	26.6613	24.1274	27.2735	23.7183	NA	NA	NA	NA
AGPAT4	56895	28.2697	24.6894	26.8649	26.857	cerebral-cortex	glial-cells	Medium	Approved
AGPAT5	55326	142.704	127.822	108.226	111.306	NA	NA	NA	NA
AGPS	8540	24.2206	25.7255	20.4588	22.3907	NA	NA	NA	NA
AGRN	375790	57.5803	63.9884	64.6715	64.8841	cerebral-cortex	glial-cells	Low	Approved
AGRP	181	0.189871	0.578619	0.401563	0.537179	NA	NA	NA	NA
AGT	183	44.2697	29.2097	7.93146	20.2047	NA	NA	NA	NA
AGTPBP1	23287	20.2397	22.9434	23.5341	17.1682	NA	NA	NA	NA
AGTRAP	57085	32.1883	33.0243	14.9663	19.5782	NA	NA	NA	NA
AHCTF1	25909	16.6665	16.2541	23.5711	20.1866	NA	NA	NA	NA
AHCTF1P1	285116	1.2901	1.59052	1.82388	2.36336	NA	NA	NA	NA
AHCY	191	59.7171	57.2276	51.72	55.5516	cerebral-cortex	glial-cells	Medium	Approved
AHCYL1	10768	44.0848	33.5311	39.5017	27.6556	NA	NA	NA	NA
AHCYL2	23382	28.1087	22.8175	11.2589	21.4176	NA	NA	NA	NA
AHCYP2	392387	0.0972582	0.127023	0.137129	0.458602	NA	NA	NA	NA
AHDC1	27245	2.29361	2.40221	3.42349	2.9115	cerebral-cortex	glial-cells	Low	Approved
AHI1	54806	7.61965	9.50478	15.0377	16.8506	cerebral-cortex	glial-cells	Medium	Approved
AHNAK	79026	117.773	112.166	47.8399	94.0428	NA	NA	NA	NA
AHNAK2	113146	23.4843	21.4099	2.42295	9.10731	NA	NA	NA	NA
AHR	196	23.0181	58.4514	3.69363	27.5569	cerebral-cortex	glial-cells	Low	Enhanced
AHRR	57491	5.14428	13.2462	3.0618	3.90072	NA	NA	NA	NA
AHSA1	10598	226.241	162.857	177.32	176.807	cerebral-cortex	glial-cells	Medium	Supported
AIDA	64853	8.67287	7.79553	6.20655	7.91437	NA	NA	NA	NA
AIF1L	83543	15.4753	30.3207	35.1116	26.9281	NA	NA	NA	NA
AIFM1	9131	7.16761	9.24975	11.9046	9.62666	NA	NA	NA	NA
AIFM2	84883	3.47742	3.19103	2.87888	2.83324	NA	NA	NA	NA
AIFM3	150209	0.571833	0.755914	0.635187	0.572985	NA	NA	NA	NA
AIG1	51390	15.5556	22.7684	14.568	15.7947	NA	NA	NA	NA
AIG1P1	106479028	0	0	10.283	18.3391	NA	NA	NA	NA
AIM2	9447	4.24856	4.66032	2.15856	0.814869	NA	NA	NA	NA
AIMP1	9255	23.6212	18.8696	15.6482	24.1513	cerebral-cortex	glial-cells	Medium	Supported
AIMP1P1	170547	0	0.0632273	0.204773	0.616346	NA	NA	NA	NA
AIMP2	7965	25.5809	20.5786	17.8413	18.401	cerebral-cortex	glial-cells	Low	Supported
AIP	9049	32.9485	29.3931	28.1541	30.0479	cerebral-cortex	glial-cells	Medium	Approved
AIRN	100271873	0.0768354	0.1338	0.117368	0.0845231	NA	NA	NA	NA
AJAP1	55966	4.16996	1.13962	4.274	1.46041	NA	NA	NA	NA
AJUBA	84962	20.6654	22.8039	17.4983	13.8087	NA	NA	NA	NA
AK1	203	210.267	143.708	90.0911	97.4058	NA	NA	NA	NA
AK2	204	69.1873	55.2955	65.1781	64.0281	NA	NA	NA	NA
AK2P2	339736	0.349372	0.228148	0	0.741331	NA	NA	NA	NA
AK3	50808	17.8584	22.8745	30.7397	26.0311	NA	NA	NA	NA
AK3P2	100419074	0.937958	0.204169	0.330619	0	NA	NA	NA	NA
AK3P3	100419075	1.92416	3.92017	9.27798	6.31454	NA	NA	NA	NA
AK3P5	100288319	0.784957	0.146367	0.948071	0.158579	NA	NA	NA	NA
AK4	205	1.58449	1.26381	1.6184	1.27497	cerebral-cortex	glial-cells	Medium	Enhanced
AK4P1	206	1.52935	2.19714	1.94069	0.865363	NA	NA	NA	NA
AK5	26289	1.05292	14.0205	3.38499	3.84835	NA	NA	NA	NA
AK7	122481	3.83119	2.71734	1.70851	1.07352	NA	NA	NA	NA
AK8	158067	2.76279	3.00095	1.78744	2.58317	NA	NA	NA	NA
AK9	221264	10.0484	6.90028	6.94004	5.44939	cerebral-cortex	glial-cells	High	Enhanced
AKAP1	8165	15.267	22.0087	19.2366	7.72747	cerebral-cortex	glial-cells	High	Supported
AKAP10	11216	15.0935	12.4018	21.8011	17.4929	cerebral-cortex	glial-cells	Medium	Approved
AKAP11	11215	11.8923	9.34214	9.82938	10.7049	NA	NA	NA	NA
AKAP12	9590	18.4359	20.9704	22.4263	18.3087	NA	NA	NA	NA
AKAP13	11214	82.6104	70.1117	70.6487	89.6861	cerebral-cortex	glial-cells	Medium	Approved
AKAP14	158798	13.5865	14.0533	6.04244	10.5893	NA	NA	NA	NA
AKAP17A	8227	11.9838	15.4696	9.35949	10.5007	cerebral-cortex	glial-cells	Medium	Supported
AKAP3	10566	2.59761	3.0804	2.22999	3.7792	NA	NA	NA	NA
AKAP5	9495	0.647199	0.896679	2.12159	1.33705	cerebral-cortex	glial-cells	Low	Enhanced
AKAP6	9472	45.2465	49.0186	45.1878	75.7678	NA	NA	NA	NA
AKAP7	9465	8.36765	7.34069	7.32299	10.6404	NA	NA	NA	NA
AKAP8	10270	21.2368	21.4359	27.1242	14.9873	cerebral-cortex	glial-cells	Medium	Supported
AKAP8L	26993	126.108	117.359	128.291	133.278	cerebral-cortex	glial-cells	High	Enhanced
AKAP9	10142	27.0032	36.9016	39.2386	30.9335	cerebral-cortex	glial-cells	Medium	Supported
AKIP1	56672	19.2039	15.2049	13.7853	17.6921	NA	NA	NA	NA
AKIRIN1	79647	82.0633	76.4011	66.9771	87.0772	cerebral-cortex	glial-cells	Low	Approved
AKIRIN2	55122	11.7256	17.0021	22.7572	16.821	NA	NA	NA	NA
AKNA	80709	11.0478	9.66103	9.03796	8.9772	NA	NA	NA	NA
AKNAD1	254268	0.543463	1.00257	0.673726	1.24704	NA	NA	NA	NA
AKR1A1	10327	57.4306	55.828	64.3974	53.5629	NA	NA	NA	NA
AKR1B1	231	10.5815	13.4518	19.9367	9.80504	NA	NA	NA	NA
AKR1B1P1	401982	0.0943857	0.30818	0.249523	0.200276	NA	NA	NA	NA
AKR1B1P2	236	0.194438	0	0.102806	0.137525	NA	NA	NA	NA
AKR1C1	1645	1.58664	1.20464	0.225449	1.70682	NA	NA	NA	NA
AKR1E2	83592	1.55629	0.555178	0	0.207854	cerebral-cortex	glial-cells	Low	Enhanced
AKR7A2	8574	24.6195	27.5157	20.4783	22.873	cerebral-cortex	glial-cells	Medium	Enhanced
AKR7A2P1	246182	0.249531	0.195539	0.527709	0.14121	NA	NA	NA	NA
AKR7A3	22977	0.330544	0.585885	1.34822	0.801573	NA	NA	NA	NA
AKR7L	246181	0.426237	0.313162	1.58952	1.25713	NA	NA	NA	NA
AKT1	207	100.965	98.2416	113.281	87.686	cerebral-cortex	glial-cells	Medium	Supported
AKT1S1	84335	11.9859	9.77452	11.4155	9.04627	NA	NA	NA	NA
AKT2	208	98.222	81.5764	92.5889	80.223	NA	NA	NA	NA
AKT3	10000	86.4646	74.3463	73.4426	91.9777	cerebral-cortex	glial-cells	High	Approved
AKT3-IT1	100874263	1.12779	1.62044	2.26595	1.91443	NA	NA	NA	NA
AKTIP	64400	27.3896	20.511	17.0021	17.0356	cerebral-cortex	glial-cells	Low	Approved
ALAD	210	21.4015	14.645	15.4076	24.055	cerebral-cortex	glial-cells	Low	Enhanced
ALAS1	211	29.7548	31.3507	28.2376	19.3718	cerebral-cortex	glial-cells	Medium	Enhanced
ALB	213	0.217185	0.321291	0	1.01405	NA	NA	NA	NA
ALCAM	214	57.3357	44.1389	17.7735	61.8065	NA	NA	NA	NA
ALDH16A1	126133	12.1307	7.98581	8.04863	5.46124	cerebral-cortex	glial-cells	Low	Approved
ALDH18A1	5832	41.9499	30.8648	32.1348	28.3639	NA	NA	NA	NA
ALDH1A1	216	0.187141	0.510993	0.0933993	0.243492	NA	NA	NA	NA
ALDH1A2	8854	0.427543	1.25702	0.344594	0.940632	cerebral-cortex	glial-cells	Medium	Approved
ALDH1B1	219	5.83208	8.7538	9.40203	3.48294	cerebral-cortex	glial-cells	Medium	Approved
ALDH1L1	10840	0.822743	2.83293	0.836464	0.562457	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH1L1-AS2	100862662	0.134099	0.0457306	0.142079	0	NA	NA	NA	NA
ALDH1L2	160428	4.34023	3.68044	2.32421	4.5794	cerebral-cortex	glial-cells	Medium	Approved
ALDH2	217	25.0541	28.0426	26.1273	21.2468	NA	NA	NA	NA
ALDH3A1	218	0.577371	0.799349	0.216302	0	NA	NA	NA	NA
ALDH3A2	224	86.7535	69.5491	50.6955	59.7777	NA	NA	NA	NA
ALDH3B1	221	0.275937	2.92148	2.2108	0.543646	NA	NA	NA	NA
ALDH4A1	8659	9.43916	7.22268	10.4558	5.49225	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH5A1	7915	7.9029	11.6846	8.28351	6.3364	cerebral-cortex	glial-cells	Low	Enhanced
ALDH6A1	4329	25.415	32.1852	21.2972	19.7618	cerebral-cortex	glial-cells	High	Enhanced
ALDH7A1	501	17.1778	20.7127	26.0794	18.7148	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH7A1P1	541	0.401219	1.01309	0.933406	0.75677	NA	NA	NA	NA
ALDH8A1	64577	0.173992	0.160964	1.80537	2.00046	NA	NA	NA	NA
ALDH9A1	223	59.8103	84.674	71.5041	33.0701	cerebral-cortex	glial-cells	Medium	Approved
ALDOA	226	343.33	337.448	292.336	328.481	NA	NA	NA	NA
ALDOB	229	0.11084	0.144761	0.184185	0.201591	NA	NA	NA	NA
ALDOC	230	10.5979	10.487	5.0849	6.97456	cerebral-cortex	glial-cells	Medium	Enhanced
ALG1	56052	10.659	8.82317	10.0873	14.0969	cerebral-cortex	glial-cells	Low	Approved
ALG10	84920	2.67044	4.65266	4.97011	3.72081	cerebral-cortex	glial-cells	Medium	Approved
ALG10B	144245	2.77514	2.43614	3.11552	3.32482	cerebral-cortex	glial-cells	Medium	Approved
ALG11	440138	4.85877	4.30858	3.95428	6.46431	NA	NA	NA	NA
ALG12	79087	12.0976	13.2085	10.0114	9.20943	NA	NA	NA	NA
ALG13	79868	48.8306	25.5548	29.5161	44.0093	cerebral-cortex	glial-cells	Low	Approved
ALG13-AS1	106478971	1.27553	1.66589	5.39557	7.2174	NA	NA	NA	NA
ALG14	199857	8.81197	6.4005	7.64224	4.89366	NA	NA	NA	NA
ALG1L	200810	0.575829	0	0.244548	0.211385	NA	NA	NA	NA
ALG1L12P	100421097	1.22377	1.39852	0.808811	0.216393	NA	NA	NA	NA
ALG1L13P	106479038	0.198339	0.135699	0.373933	0	NA	NA	NA	NA
ALG1L15P	730086	1.08158	1.0202	0.50833	1.02	NA	NA	NA	NA
ALG1L2	644974	0.287388	0.625581	0.529557	0.406538	NA	NA	NA	NA
ALG1L6P	339879	0.0747706	0.167101	0.14998	0	NA	NA	NA	NA
ALG1L9P	285407	0.599568	1.55387	0.241896	0.259462	NA	NA	NA	NA
ALG2	85365	12.5839	12.1417	10.1897	10.845	NA	NA	NA	NA
ALG3	10195	14.3697	13.2254	12.1544	12.4364	cerebral-cortex	glial-cells	Low	Approved
ALG5	29880	14.476	14.4492	14.7189	15.7681	NA	NA	NA	NA
ALG6	29929	3.24443	4.13238	4.62059	3.30838	NA	NA	NA	NA
ALG8	79053	17.9186	24.5065	19.3937	25.5506	cerebral-cortex	glial-cells	Low	Approved
ALK	238	5.52361	3.34982	3.73738	4.19479	NA	NA	NA	NA
ALKBH1	8846	7.85848	7.7451	6.98017	6.77645	cerebral-cortex	glial-cells	Medium	Approved
ALKBH2	121642	30.0614	31.1005	35.3064	30.0961	cerebral-cortex	glial-cells	Low	Approved
ALKBH3	221120	18.0688	26.0429	23.2401	19.5308	NA	NA	NA	NA
ALKBH3-AS1	100507300	0.213836	0.405535	0.808169	0.848828	NA	NA	NA	NA
ALKBH4	54784	9.04271	10.7323	10.3923	7.51117	cerebral-cortex	glial-cells	Low	Approved
ALKBH5	54890	39.3942	38.6251	35.5153	31.8185	cerebral-cortex	glial-cells	High	Approved
ALKBH6	84964	13.8445	9.2534	10.6097	13.0891	NA	NA	NA	NA
ALKBH7	84266	25.2511	29.0921	20.5635	21.0507	NA	NA	NA	NA
ALKBH8	91801	4.13596	2.90955	3.37122	7.47319	cerebral-cortex	glial-cells	Low	Approved
ALMS1	7840	15.7328	16.2978	16.6432	21.5889	NA	NA	NA	NA
ALMS1-IT1	100874291	0.261693	0.292954	0.909276	0.449511	NA	NA	NA	NA
ALOX12	239	0.70663	0.93008	1.52678	1.91061	NA	NA	NA	NA
ALOX12P2	245	0.978519	0.736209	1.40132	2.29236	NA	NA	NA	NA
ALPK1	80216	1.35673	2.36892	0.759249	1.99538	NA	NA	NA	NA
ALPK2	115701	3.64367	8.28043	10.5952	14.09	NA	NA	NA	NA
ALPK3	57538	0.24869	0.112891	0.0738269	0.221034	NA	NA	NA	NA
ALPL	249	5.6151	4.22354	1.83896	9.73605	NA	NA	NA	NA
ALS2	57679	46.382	29.8701	40.9661	35.3463	NA	NA	NA	NA
ALX4	60529	0.796111	0.268324	0.0611026	0.354199	NA	NA	NA	NA
ALYREF	10189	233.596	237.19	342.874	281.123	cerebral-cortex	glial-cells	High	Supported
AMACR	23600	4.53312	8.27226	7.3492	5.86685	NA	NA	NA	NA
AMBN	258	0.0271757	3.23428	2.56029	0.230844	NA	NA	NA	NA
AMBRA1	55626	14.7491	17.704	13.7928	15.0712	cerebral-cortex	glial-cells	Low	Approved
AMD1	262	36.7564	42.931	50.4134	41.6537	NA	NA	NA	NA
AMDHD2	51005	15.7472	16.5433	17.5533	21.493	NA	NA	NA	NA
AMER1	139285	2.64244	2.04519	2.93204	2.08122	cerebral-cortex	glial-cells	High	Approved
AMER2	219287	20.2975	19.9336	15.0322	23.6251	cerebral-cortex	glial-cells	High	Enhanced
AMER3	205147	0.0895285	0.0151463	0.0853397	0.575469	NA	NA	NA	NA
AMFR	267	175.264	169.238	125.096	138.459	cerebral-cortex	glial-cells	Medium	Approved
AMH	268	3.66836	2.48798	4.51711	6.47546	NA	NA	NA	NA
AMIGO1	57463	5.03141	3.92665	1.61636	2.5346	cerebral-cortex	glial-cells	Low	Approved
AMIGO2	347902	6.30322	6.94756	5.2619	5.30895	NA	NA	NA	NA
AMIGO3	386724	0.837272	1.3172	1.33295	2.96086	NA	NA	NA	NA
AMMECR1	9949	5.98231	5.36253	9.5269	5.6861	NA	NA	NA	NA
AMMECR1-IT1	100874352	0.494953	0.129285	0.314139	0.840183	NA	NA	NA	NA
AMMECR1L	83607	6.83419	6.23268	7.43161	7.50941	NA	NA	NA	NA
AMN	81693	0.184283	0.181625	0.205429	0.0683012	NA	NA	NA	NA
AMN1	196394	14.4165	8.41864	10.239	13.5836	NA	NA	NA	NA
AMOT	154796	21.161	20.7439	12.509	12.9582	NA	NA	NA	NA
AMOTL1	154810	23.9761	24.0867	28.8932	21.8717	NA	NA	NA	NA
AMOTL2	51421	29.2138	34.834	44.6063	56.3333	NA	NA	NA	NA
AMPD2	271	23.2583	27.9539	23.8358	22.6984	cerebral-cortex	glial-cells	Low	Approved
AMPD3	272	0.645316	1.28497	0.722225	0.548268	NA	NA	NA	NA
AMPH	273	22.3066	27.4568	19.6125	13.1567	cerebral-cortex	glial-cells	Medium	Enhanced
AMT	275	8.4161	6.35044	8.67737	8.35562	cerebral-cortex	glial-cells	Low	Supported
AMY2B	280	4.16647	2.99543	2.03055	6.69998	NA	NA	NA	NA
AMZ1	155185	0.721337	0.702812	2.23835	1.06679	NA	NA	NA	NA
AMZ2P1	201283	8.8996	7.93271	4.85382	5.64811	NA	NA	NA	NA
ANAPC1	64682	6.66868	6.61336	8.64892	14.3698	cerebral-cortex	glial-cells	Low	Approved
ANAPC10	10393	10.2039	10.1821	13.4227	15.7644	NA	NA	NA	NA
ANAPC10P1	729198	1.00385	2.35993	1.69845	1.56204	NA	NA	NA	NA
ANAPC11	51529	36.9906	39.6249	35.2322	30.7085	NA	NA	NA	NA
ANAPC13	25847	34.6512	39.6551	30.4972	33.3807	NA	NA	NA	NA
ANAPC15	25906	21.7782	29.342	32.1809	20.2142	cerebral-cortex	glial-cells	Medium	Approved
ANAPC16	119504	24.0654	24.8335	19.1155	28.5425	cerebral-cortex	glial-cells	Low	Approved
ANAPC1P1	100286979	0.329205	0.262751	0.116041	0.129358	NA	NA	NA	NA
ANAPC2	29882	13.6582	13.0531	11.1976	10.8761	NA	NA	NA	NA
ANAPC4	29945	17.2148	16.3794	16.0915	21.0728	NA	NA	NA	NA
ANAPC5	51433	24.024	23.8423	24.0302	29.2741	cerebral-cortex	glial-cells	High	Supported
ANAPC7	51434	69.4808	45.2298	52.3409	50.2576	cerebral-cortex	glial-cells	Medium	Approved
ANG	283	1.77695	6.05587	4.85894	2.39803	NA	NA	NA	NA
ANGEL1	23357	4.87182	6.01021	5.55054	5.06182	NA	NA	NA	NA
ANGEL2	90806	35.8929	29.8192	41.3552	33.7831	NA	NA	NA	NA
ANGPT1	284	99.4319	37.8798	33.121	27.8289	NA	NA	NA	NA
ANGPT2	285	0.111024	0.406283	0.935699	0.772579	NA	NA	NA	NA
ANGPTL1	9068	7.49562	22.0601	26.5829	8.31745	NA	NA	NA	NA
ANGPTL2	23452	2.72515	3.50364	2.68636	6.78812	NA	NA	NA	NA
ANGPTL3	27329	1.32564	0.860867	2.75689	1.90668	NA	NA	NA	NA
ANGPTL4	51129	18.3101	35.7745	11.6796	13.9219	NA	NA	NA	NA
ANGPTL6	83854	0.0263739	0.155302	0.0572207	0.160131	NA	NA	NA	NA
ANGPTL7	10218	0.174857	0.296989	0.221028	0.321636	NA	NA	NA	NA
ANK1	286	0.0673001	0.421295	0.176987	1.04023	NA	NA	NA	NA
ANK2	287	387.279	333.877	320.655	269.91	cerebral-cortex	glial-cells	Medium	Enhanced
ANK3	288	6.32418	10.9312	8.56392	7.67721	NA	NA	NA	NA
ANKAR	150709	8.21533	5.98592	3.36385	6.92572	NA	NA	NA	NA
ANKDD1A	348094	0.98967	2.36178	2.30327	2.06803	NA	NA	NA	NA
ANKDD1B	728780	0.225486	1.21828	0.274038	0.98665	NA	NA	NA	NA
ANKEF1	63926	1.25251	1.38632	0.882067	1.03019	cerebral-cortex	glial-cells	Low	Approved
ANKFN1	162282	8.12006	6.08748	5.70059	12.3579	NA	NA	NA	NA
ANKFY1	51479	22.5431	16.7609	24.1897	21.0662	cerebral-cortex	glial-cells	Low	Approved
ANKH	56172	9.73597	7.29968	7.84396	8.64174	NA	NA	NA	NA
ANKHD1	54882	28.6251	28.8477	45.6495	41.5222	cerebral-cortex	glial-cells	Medium	Approved
ANKHD1-EIF4EBP3	404734	1.82405	4.79886	6.35721	4.53162	cerebral-cortex	glial-cells	Low	Approved
ANKIB1	54467	154.581	136.604	106.296	126.908	NA	NA	NA	NA
ANKLE1	126549	0.555488	0.177705	1.0388	0.631145	NA	NA	NA	NA
ANKLE2	23141	43.8679	53.5514	64.1266	47.8547	NA	NA	NA	NA
ANKMY1	51281	12.6272	12.4904	7.99446	9.75731	NA	NA	NA	NA
ANKMY2	57037	9.30223	12.1564	9.32756	9.53726	NA	NA	NA	NA
ANKRA2	57763	17.1978	25.9924	21.5065	28.043	cerebral-cortex	glial-cells	Low	Approved
ANKRD1	27063	2.14406	2.35534	1.67396	0.311801	NA	NA	NA	NA
ANKRD10	55608	223.022	195.699	306.313	352.921	NA	NA	NA	NA
ANKRD10-IT1	100505494	5.17164	7.79345	22.0852	13.2244	NA	NA	NA	NA
ANKRD11	29123	17.0942	23.9877	27.087	17.4466	cerebral-cortex	glial-cells	Medium	Approved
ANKRD12	23253	196.1	123.125	100.762	144.766	cerebral-cortex	glial-cells	High	Approved
ANKRD13A	88455	25.4173	25.2673	21.3281	21.7297	NA	NA	NA	NA
ANKRD13B	124930	11.1162	14.4098	17.765	10.4248	NA	NA	NA	NA
ANKRD13C	81573	21.722	27.2247	24.1726	41.3962	NA	NA	NA	NA
ANKRD13D	338692	36.8488	32.6128	32.6497	23.7214	NA	NA	NA	NA
ANKRD16	54522	3.54889	5.449	5.26473	4.56878	NA	NA	NA	NA
ANKRD17	26057	30.6599	28.8779	33.582	32.1856	NA	NA	NA	NA
ANKRD18CP	101926917	0.346143	0.468819	0.0948966	1.3891	NA	NA	NA	NA
ANKRD18EP	100131031	1.05518	1.20584	1.03832	2.50847	NA	NA	NA	NA
ANKRD19P	138649	2.30412	2.3034	2.76352	2.91702	NA	NA	NA	NA
ANKRD2	26287	0.163627	0.213705	0	0.115732	NA	NA	NA	NA
ANKRD20A18P	391269	0	0	0.129509	0	NA	NA	NA	NA
ANKRD20A7P	653436	0	0.042052	0.136193	0.113867	NA	NA	NA	NA
ANKRD23	200539	3.32802	2.66006	4.07743	5.89477	NA	NA	NA	NA
ANKRD24	170961	0.521301	0.351794	0.162689	0.28988	NA	NA	NA	NA
ANKRD26	22852	16.1962	16.4529	16.3265	16.3705	NA	NA	NA	NA
ANKRD26P1	124149	0.125859	0.369541	0.17941	0.302141	NA	NA	NA	NA
ANKRD26P4	100873882	0.142713	0.745557	0.754568	1.07669	NA	NA	NA	NA
ANKRD27	84079	10.0053	6.88964	6.67891	5.60078	NA	NA	NA	NA
ANKRD29	147463	0.833022	1.40596	1.36867	0.586306	NA	NA	NA	NA
ANKRD31	256006	0.128214	0.095687	0.0752715	0.134294	NA	NA	NA	NA
ANKRD33B	651746	0.26012	0.170197	0.220486	0.110606	NA	NA	NA	NA
ANKRD34B	340120	0.152534	3.01943	0.441555	0.443465	NA	NA	NA	NA
ANKRD36	375248	5.49464	5.78269	10.2674	7.49803	NA	NA	NA	NA
ANKRD36B	57730	5.08926	4.57139	9.12004	7.06063	NA	NA	NA	NA
ANKRD36BP2	645784	0.736754	0.675103	1.61225	0.4673	NA	NA	NA	NA
ANKRD36C	400986	6.8287	7.84018	11.6275	14.1054	NA	NA	NA	NA
ANKRD37	353322	3.36388	3.51141	3.79422	2.98757	NA	NA	NA	NA
ANKRD39	51239	3.73905	3.94207	5.06389	4.1586	NA	NA	NA	NA
ANKRD40	91369	16.0935	13.7652	17.3802	17.9233	NA	NA	NA	NA
ANKRD42	338699	18.2261	12.7755	8.72926	14.1113	NA	NA	NA	NA
ANKRD44	91526	43.9653	35.3299	31.5212	32.8681	NA	NA	NA	NA
ANKRD44-IT1	101927547	0.123145	0.214443	0.347256	0.348399	NA	NA	NA	NA
ANKRD45	339416	9.02355	4.7041	4.5925	4.84324	NA	NA	NA	NA
ANKRD46	157567	8.70288	9.22861	9.28684	7.90549	NA	NA	NA	NA
ANKRD49	54851	15.221	16.7839	14.161	15.0058	cerebral-cortex	glial-cells	Medium	Approved
ANKRD50	57182	8.05566	10.8102	14.7176	11.8341	NA	NA	NA	NA
ANKRD52	283373	9.16689	5.95621	13.7874	8.93571	NA	NA	NA	NA
ANKRD54	129138	23.9204	16.9954	17.2548	23.0148	cerebral-cortex	glial-cells	Low	Approved
ANKRD6	22881	48.8696	57.2406	61.2431	66.5008	cerebral-cortex	glial-cells	High	Approved
ANKRD61	100310846	0.371207	0.0881406	0.535177	0.906828	NA	NA	NA	NA
ANKRD63	100131244	0.264763	1.67956	0.799937	0.428037	NA	NA	NA	NA
ANKRD65	441869	0.0628442	0.566672	0.19107	0.371828	NA	NA	NA	NA
ANKRD66	100287718	0.178372	0.252762	0.218082	0	NA	NA	NA	NA
ANKRD7	56311	0.388645	0	0	0	NA	NA	NA	NA
ANKRD9	122416	10.9582	13.2727	10.5115	5.57954	NA	NA	NA	NA
ANKS1A	23294	8.01849	8.68039	6.99541	6.89028	NA	NA	NA	NA
ANKS1B	56899	16.1917	20.314	20.1963	19.2743	NA	NA	NA	NA
ANKS3	124401	18.0908	15.2269	13.2336	19.5025	NA	NA	NA	NA
ANKS6	203286	7.76464	6.84104	6.99141	5.57563	cerebral-cortex	glial-cells	Medium	Approved
ANKUB1	389161	0.393555	0.936805	0.881557	0.911572	NA	NA	NA	NA
ANKZF1	55139	58.5264	47.0901	41.4968	63.0537	NA	NA	NA	NA
ANLN	54443	16.5615	33.6457	54.117	20.6982	NA	NA	NA	NA
